,client_id,client_district_id,client_age,client_gender,disp_id,account_id,type,alltime_sum_trans_amount_by_account_id,alltime_mean_trans_amount_by_account_id,alltime_total_nbr_trans,mean_trans_amount_of_Household,mean_trans_amount_of_Insurance_payment,mean_trans_amount_of_Interest_credited,mean_trans_amount_of_Loan_payment,mean_trans_amount_of_Old-age_pension,mean_trans_amount_of_Payment_for_statement,mean_trans_amount_of_Sanction_interest_if_negative_balance,mean_trans_amount_of_Unknown_Transaction_Type,nbr_trans_Household,nbr_trans_Insurance_payment,nbr_trans_Interest_credited,nbr_trans_Loan_payment,nbr_trans_Old-age_pension,nbr_trans_Payment_for_statement,nbr_trans_Sanction_interest_if_negative_balance,nbr_trans_Unknown_Transaction_Type,mean_trans_amount_of_Credit,mean_trans_amount_of_Unknown_Transaction_Type,mean_trans_amount_of_Withdrawal,nbr_trans_Credit,nbr_trans_Unknown_Transaction_Type,nbr_trans_Withdrawal,1yr_sum_trans_amount_by_account_id,1yr_mean_trans_amount_by_account_id,1yr_total_nbr_trans,3yr_sum_trans_amount_by_account_id,3yr_mean_trans_amount_by_account_id,3yr_total_nbr_trans,trans_ratio_98_97,trans_ratio_97_96,sum_order_amount_by_account_id,mean_order_amount_by_account_id,total_nbr_orders,mean_order_amount_of_Household,mean_order_amount_of_Insurance_payment,mean_order_amount_of_Leasing,mean_order_amount_of_Loan_payment,mean_order_amount_of_Unknown_Order_Type,nbr_orders_Household,nbr_orders_Insurance_payment,nbr_orders_Leasing,nbr_orders_Loan_payment,nbr_orders_Unknown_Order_Type,account_district_id,statement_freq,account_date_opened,loan_id,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_grant,card_id,card_type,card_issued_date,district_id,district_name,region,total_inhabitants,num_munipalities_less_499,500_to999,2000_to_9999,greater_than0000,num_cities,ratio_urban,avg_salary,unemp_rate_95,unemp_rate_96,enterpreneurs_per000,num_crimes95,num_crimes96
3970,3825,41,33.723287671232875,F,3825,3163,DISPONENT,1677931.0,13867.198347107438,121.0,2350.0,1620.0,258.3666666666666,,,14.599999999999998,,22073.635135135137,10.0,10.0,18.0,,,9.0,,74.0,17317.89411764706,17674.5,10760.490625,51.0,6.0,64.0,1562081.7,14736.619811320754,106.0,1677931.0,13867.198347107438,121.0,13.483738788236089,,12705.7,3176.425,4.0,2350.0,1620.0,2221.7,,6514.0,1.0,1.0,1.0,,1.0,41,MONTHLY,1604,,,,,,,,,,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471
4914,2676,61,37.6109589041096,M,2676,2211,OWNER,1354772.3,20842.650769230768,65.0,7863.0,,198.4846153846153,,,100.0,,36589.28571428572,9.0,,13.0,,,8.0,,35.0,25374.270370370366,,17622.815789473683,27.0,,38.0,1260157.4999999998,20658.319672131143,61.0,1354772.3,20842.650769230768,65.0,13.318820100026633,,7863.0,7863.0,1.0,7863.0,,,,,1.0,,,,,61,TRANSACTION,1774,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4745,2944,71,55.397260273972606,F,2944,2438,OWNER,272207.30000000005,4462.414754098361,61.0,5817.0,,74.03846153846153,,,14.599999999999998,,7018.5,8.0,,13.0,,,8.0,,32.0,5261.232142857143,,3784.630303030304,28.0,,33.0,252992.10000000003,4438.457894736844,57.0,272207.30000000005,4462.414754098361,61.0,13.1662485948624,,6522.0,3261.0,2.0,5817.0,,,,705.0,1.0,,,,1.0,71,MONTHLY,1780,,,,,,,,,,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595
2432,6764,19,54.75890410958904,M,6764,5602,OWNER,2020074.200000001,11160.630939226523,181.0,,,187.45333333333332,3697.800000000001,,100.0,,17723.216216216217,,,30.0,12.0,,28.0,,111.0,13569.007792207793,9548.916666666666,9355.14782608696,77.0,12.0,92.0,1188987.3000000005,12784.809677419358,93.0,2020074.200000001,11160.630939226523,181.0,13.044149817336073,,3697.8,3697.8,1.0,,,,3697.8,,,,,1.0,,19,TRANSACTION,1286,6147.0,177504.0,48.0,3698.0,C,1822.0,855.0,classic,2122.0,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
2214,507,75,44.15616438356165,M,507,421,OWNER,231654.9,4136.694642857145,56.0,5571.0,,78.54615384615384,,,14.599999999999998,,6937.615384615385,9.0,,13.0,,,8.0,,26.0,4507.1107142857145,,3766.278571428572,28.0,,28.0,215107.80000000005,4136.6884615384615,52.0,231654.9,4136.694642857145,56.0,12.9997280490237,,5571.0,5571.0,1.0,5571.0,,,,,1.0,,,,,75,MONTHLY,1791,,,,,,,,,,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505
659,6892,1,47.813698630136976,F,6892,5698,OWNER,1267473.2000000004,12802.7595959596,99.0,10120.0,,227.3625,2756.0,,14.599999999999998,,18408.698412698413,10.0,,16.0,1.0,,9.0,,63.0,15048.506976744187,13450.0,10895.911538461534,43.0,4.0,52.0,1175990.0,13213.370786516853,89.0,1267473.2000000004,12802.7595959596,99.0,12.85470993581335,,12876.0,6438.0,2.0,10120.0,,,2756.0,,1.0,,,1.0,,1,MONTHLY,1707,6168.0,99216.0,36.0,2756.0,C,2150.0,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
660,6893,1,55.0027397260274,M,6893,5698,DISPONENT,1267473.2000000004,12802.7595959596,99.0,10120.0,,227.3625,2756.0,,14.599999999999998,,18408.698412698413,10.0,,16.0,1.0,,9.0,,63.0,15048.506976744187,13450.0,10895.911538461534,43.0,4.0,52.0,1175990.0,13213.370786516853,89.0,1267473.2000000004,12802.7595959596,99.0,12.85470993581335,,12876.0,6438.0,2.0,10120.0,,,2756.0,,1.0,,,1.0,,1,MONTHLY,1707,6168.0,99216.0,36.0,2756.0,C,2150.0,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4368,2001,34,21.421917808219174,F,2001,1651,OWNER,977179.7,10857.552222222224,90.0,,,204.07083333333333,,,14.599999999999998,,17359.571428571428,,,24.0,,,10.0,,56.0,9773.716666666667,13226.5,12439.588235294112,54.0,2.0,34.0,905901.9,14154.7171875,64.0,977179.7,10857.552222222224,90.0,12.709453714901409,,1581.7,1581.7,1.0,,,1581.7,,,,,1.0,,,34,MONTHLY,1483,,,,,,,,,,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
3890,1633,55,26.36164383561644,F,1633,1348,OWNER,256976.5,3212.20625,80.0,5025.0,492.0,158.36153846153846,,,14.599999999999998,,5003.609756097561,9.0,9.0,13.0,,,8.0,,41.0,4988.732258064516,,2088.281632653061,31.0,,49.0,237079.2,3119.463157894737,76.0,256976.5,3212.20625,80.0,11.915144265804908,,5534.0,1844.666666666667,3.0,5025.0,492.0,,,17.0,1.0,1.0,,,1.0,55,MONTHLY,1776,,,,,,,,,,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
3891,1634,55,29.16164383561644,M,1634,1348,DISPONENT,256976.5,3212.20625,80.0,5025.0,492.0,158.36153846153846,,,14.599999999999998,,5003.609756097561,9.0,9.0,13.0,,,8.0,,41.0,4988.732258064516,,2088.281632653061,31.0,,49.0,237079.2,3119.463157894737,76.0,256976.5,3212.20625,80.0,11.915144265804908,,5534.0,1844.666666666667,3.0,5025.0,492.0,,,17.0,1.0,1.0,,,1.0,55,MONTHLY,1776,,,,,,,,,,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
1849,1502,68,25.953424657534253,M,1502,1245,OWNER,283595.6000000001,4726.593333333335,60.0,3611.0,,147.29230769230767,,,14.599999999999998,,8302.166666666666,9.0,,13.0,,,8.0,,30.0,5970.7071428571435,,3637.993750000001,28.0,,32.0,260879.70000000013,4658.566071428571,56.0,283595.6000000001,4726.593333333335,60.0,11.484453620591747,,3611.0,3611.0,1.0,3611.0,,,,,1.0,,,,,68,MONTHLY,1776,,,,,,,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
287,1959,1,78.06849315068494,M,1959,1615,OWNER,176500.20000000004,2941.6700000000005,60.0,3124.0,,64.07272727272726,,6626.0,14.599999999999998,,3228.75,10.0,,11.0,,14.0,9.0,,16.0,3629.5692307692298,,2415.629411764705,26.0,,34.0,162348.2,2848.21403508772,57.0,176500.20000000004,2941.6700000000005,60.0,11.471749576031652,,3124.0,3124.0,1.0,3124.0,,,,,1.0,,,,,1,MONTHLY,1753,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
4405,663,24,76.0,M,663,550,OWNER,148547.40000000002,2152.860869565218,69.0,1247.0,,81.36363636363636,,5880.0,14.599999999999998,,2109.24,10.0,,11.0,,14.0,9.0,,25.0,3208.2692307692314,,1514.7069767441858,26.0,,43.0,136587.40000000002,2069.506060606061,66.0,148547.40000000002,2152.860869565218,69.0,11.420351170568564,,1596.0,798.0,2.0,798.0,,,,,2.0,,,,,24,MONTHLY,1750,,,,,,,,,,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273
4837,482,69,64.986301369863,F,482,398,DISPONENT,123481.40000000002,2128.989655172414,58.0,1702.0,,70.36363636363636,,4839.0,14.599999999999998,,2700.714285714286,10.0,,11.0,,14.0,9.0,,14.0,2646.923076923077,,1708.1687499999994,26.0,,32.0,113503.40000000002,2063.698181818182,55.0,123481.40000000002,2128.989655172414,58.0,11.375365804770498,,1702.0,1702.0,1.0,1702.0,,,,,1.0,,,,,69,MONTHLY,1757,,,,,,,,,,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,-1.0,7.01,124,-1,1358
4836,481,69,71.99178082191781,M,481,398,OWNER,123481.40000000002,2128.989655172414,58.0,1702.0,,70.36363636363636,,4839.0,14.599999999999998,,2700.714285714286,10.0,,11.0,,14.0,9.0,,14.0,2646.923076923077,,1708.1687499999994,26.0,,32.0,113503.40000000002,2063.698181818182,55.0,123481.40000000002,2128.989655172414,58.0,11.375365804770498,,1702.0,1702.0,1.0,1702.0,,,,,1.0,,,,,69,MONTHLY,1757,,,,,,,,,,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,-1.0,7.01,124,-1,1358
1901,4730,68,78.7150684931507,M,4730,3922,OWNER,150487.20000000007,2786.800000000001,54.0,2953.0,,77.67999999999998,,5673.0,14.599999999999998,,3631.666666666666,9.0,,10.0,,14.0,9.0,,12.0,3243.952,,2392.7034482758622,25.0,,29.0,138241.2,2710.6117647058827,51.0,150487.20000000007,2786.800000000001,54.0,11.288682018618324,,2953.0,2953.0,1.0,2953.0,,,,,1.0,,,,,68,MONTHLY,1755,,,,,,,,,,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
932,3501,51,34.805479452054804,M,3501,2897,OWNER,1853326.5,17002.995412844037,109.0,5751.0,,267.1357142857143,,,14.599999999999996,,24727.972222222223,12.0,,14.0,,,11.0,,72.0,19844.161224489795,4290.0,14858.85762711864,49.0,1.0,59.0,1701962.1,17019.621,100.0,1853326.5,17002.995412844037,109.0,11.244137326874748,,5751.0,5751.0,1.0,5751.0,,,,,1.0,,,,,51,MONTHLY,1744,,,,,,,548.0,classic,2022.0,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
2975,1055,4,79.68219178082192,M,1055,876,OWNER,165581.80000000002,2956.817857142857,56.0,3796.0,,58.338461538461544,,6187.0,14.599999999999998,,3991.818181818182,9.0,,13.0,,14.0,9.0,,11.0,3159.871428571428,,2753.764285714285,28.0,,28.0,151695.50000000006,2974.421568627452,51.0,165581.80000000002,2956.817857142857,56.0,10.924112254524244,,3796.0,3796.0,1.0,3796.0,,,,,1.0,,,,,4,MONTHLY,1759,,,,,,,,,,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892
2804,6906,64,49.301369863013704,M,6906,5708,OWNER,885299.5,12647.135714285712,70.0,10654.545454545454,,175.43571428571425,,,30.0,1.7,23192.121212121205,11.0,,14.0,,,10.0,2.0,33.0,15009.253124999996,,10657.984210526314,32.0,,38.0,810823.1,12870.207936507937,63.0,885299.5,12647.135714285712,70.0,10.886980305170498,,,,,,,,,,,,,,,64,WEEKLY,1745,,,,,,,863.0,classic,1988.0,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
4553,1547,28,71.08219178082193,F,1547,1279,DISPONENT,139290.30000000002,2487.326785714286,56.0,3587.0,,72.90833333333333,,5381.0,14.599999999999998,,2461.818181818182,10.0,,12.0,,14.0,9.0,,11.0,2859.5888888888885,,2140.7379310344827,27.0,,29.0,127528.30000000002,2406.194339622642,53.0,139290.30000000002,2487.326785714286,56.0,10.842399251827922,,3587.0,3587.0,1.0,3587.0,,,,,1.0,,,,,28,MONTHLY,1746,,,,,,,,,,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
4552,1546,28,68.76712328767124,M,1546,1279,OWNER,139290.30000000002,2487.326785714286,56.0,3587.0,,72.90833333333333,,5381.0,14.599999999999998,,2461.818181818182,10.0,,12.0,,14.0,9.0,,11.0,2859.5888888888885,,2140.7379310344827,27.0,,29.0,127528.30000000002,2406.194339622642,53.0,139290.30000000002,2487.326785714286,56.0,10.842399251827922,,3587.0,3587.0,1.0,3587.0,,,,,1.0,,,,,28,MONTHLY,1746,,,,,,,,,,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525
5265,1460,23,65.84931506849314,F,1460,1209,OWNER,134852.80000000005,2285.6406779661024,59.0,3568.0,,67.45,,5353.0,14.599999999999998,,1663.5714285714291,10.0,,12.0,,14.0,9.0,,14.0,2838.940740740741,,1818.79375,27.0,,32.0,123246.80000000006,2200.835714285715,56.0,134852.80000000005,2285.6406779661024,59.0,10.619231432017923,,3568.0,3568.0,1.0,3568.0,,,,,1.0,,,,,23,MONTHLY,1756,,,,,,,,,,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198
645,5563,1,23.01643835616439,M,5563,4616,OWNER,1739616.7,14029.16693548387,124.0,12260.0,,272.54,2778.700000000001,,14.599999999999996,,21299.84931506849,12.0,,15.0,12.0,,12.0,,73.0,17677.080392156862,5946.0,11557.49444444444,51.0,1.0,72.0,1588006.9999999998,14306.369369369368,111.0,1739616.7,14029.16693548387,124.0,10.474310021060653,,15038.7,7519.35,2.0,12260.0,,,2778.7,,1.0,,,1.0,,1,MONTHLY,1727,5930.0,66696.0,24.0,2779.0,C,1837.0,795.0,classic,2039.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2539,2068,72,68.65479452054795,F,2068,1703,OWNER,137705.30000000005,2333.988135593221,59.0,3554.0,,76.70714285714288,,5641.0,14.599999999999998,,1964.6153846153845,9.0,,14.0,,14.0,9.0,,13.0,2784.410344827586,,1898.58,29.0,,30.0,125675.80000000006,2327.3296296296303,54.0,137705.30000000005,2333.988135593221,59.0,10.447300386549736,,3554.0,3554.0,1.0,3554.0,,,,,1.0,,,,,72,MONTHLY,1766,,,,,,,,,,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
3112,2780,29,51.99452054794522,F,2780,2296,DISPONENT,646828.9999999998,9800.43939393939,66.0,3531.0,,172.43571428571425,,,14.599999999999998,,18453.742424242424,10.0,,14.0,,,9.0,,33.0,11882.331034482757,,8168.686486486486,29.0,,37.0,590172.6999999997,9836.211666666664,60.0,646828.9999999998,9800.43939393939,66.0,10.41671799958698,,3531.0,3531.0,1.0,3531.0,,,,,1.0,,,,,29,MONTHLY,1769,,,,,,,,,,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
3111,2779,29,50.6958904109589,M,2779,2296,OWNER,646828.9999999998,9800.43939393939,66.0,3531.0,,172.43571428571425,,,14.599999999999998,,18453.742424242424,10.0,,14.0,,,9.0,,33.0,11882.331034482757,,8168.686486486486,29.0,,37.0,590172.6999999997,9836.211666666664,60.0,646828.9999999998,9800.43939393939,66.0,10.41671799958698,,3531.0,3531.0,1.0,3531.0,,,,,1.0,,,,,29,MONTHLY,1769,,,,,,,439.0,classic,2029.0,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
5322,2095,9,24.69041095890411,M,2095,1727,OWNER,733448.8999999998,8836.733734939757,83.0,1794.0,3723.0,198.88461538461544,,,14.599999999999998,,16477.121951219513,10.0,10.0,13.0,,,9.0,,41.0,13847.767857142859,,6285.661818181818,28.0,,55.0,668815.3999999998,8574.556410256408,78.0,733448.8999999998,8836.733734939757,83.0,10.347813440398552,,6610.0,2203.333333333333,3.0,1794.0,3723.0,,,1093.0,1.0,1.0,,,1.0,9,MONTHLY,1744,,,,,,,,,,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
3932,13051,55,33.989041095890414,M,12743,10613,OWNER,974904.3999999996,12661.096103896101,77.0,,,240.5857142857143,5204.2,,14.599999999999998,,19011.76,,,14.0,4.0,,9.0,,50.0,15870.537499999995,13369.9,9524.234285714283,32.0,10.0,35.0,888757.8999999998,12517.716901408447,71.0,974904.3999999996,12661.096103896101,77.0,10.31681960381443,,5204.2,5204.2,1.0,,,,5204.2,,,,,1.0,,55,MONTHLY,1768,7164.0,249792.0,48.0,5204.0,C,2052.0,1193.0,classic,2099.0,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
1716,3685,74,24.841095890410962,M,3685,3048,OWNER,275946.60000000003,7261.752631578946,38.0,,,166.27692307692308,,,30.0,,13031.666666666664,,,13.0,,,4.0,,21.0,7631.591304347827,,6694.666666666668,23.0,,15.0,251527.8,7186.5085714285715,35.0,275946.60000000003,7261.752631578946,38.0,10.300579881075237,,4631.2,4631.2,1.0,,,4631.2,,,,,1.0,,,74,WEEKLY,1820,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1112,3361,40,68.2958904109589,F,3361,2784,OWNER,155860.90000000002,2833.834545454546,55.0,3307.0,,126.45,,6778.0,14.599999999999998,,2293.076923076923,9.0,,10.0,,14.0,9.0,,13.0,3858.26,,1980.1466666666665,25.0,,30.0,142004.90000000002,2730.8634615384617,52.0,155860.90000000002,2833.834545454546,55.0,10.248621535796767,,3307.0,3307.0,1.0,3307.0,,,,,1.0,,,,,40,MONTHLY,1763,,,,,,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
458,3422,1,47.7013698630137,F,3422,2831,OWNER,658613.2999999998,7081.863440860212,93.0,3586.0,363.0,254.0642857142857,,,14.599999999999998,,11911.230769230771,9.0,9.0,14.0,,,9.0,,52.0,12600.134482758624,,4581.396875,29.0,,64.0,599162.3999999999,6808.663636363635,88.0,658613.2999999998,7081.863440860212,93.0,10.078272995026145,,5156.0,1289.0,4.0,3586.0,363.0,,,603.5,1.0,1.0,,,2.0,1,MONTHLY,1774,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2973,773,4,63.21643835616438,M,773,644,OWNER,68892.99999999999,1076.4531249999998,64.0,946.0,,44.68571428571429,,,14.599999999999998,,1863.1875,9.0,,14.0,,,9.0,,32.0,1459.9172413793106,,758.7257142857143,29.0,,35.0,62653.39999999999,1061.9220338983048,59.0,68892.99999999999,1076.4531249999998,64.0,10.041252644400279,,1972.0,986.0,2.0,946.0,,,,1026.0,1.0,,,,1.0,4,MONTHLY,1770,,,,,,,,,,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892
1383,3620,21,61.33972602739726,M,3620,2998,OWNER,652142.5999999997,7857.139759036141,83.0,3170.0,3.0,204.44285714285712,,,14.599999999999998,,15435.475,10.0,10.0,14.0,,,9.0,,40.0,11658.306666666667,,5705.535849056604,30.0,,53.0,592990.6,7701.176623376621,77.0,652142.5999999997,7857.139759036141,83.0,10.024861374087095,,3201.0,1067.0,3.0,3170.0,3.0,,,28.0,1.0,1.0,,,1.0,21,MONTHLY,1773,,,,,,,570.0,classic,2143.0,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
1255,4650,54,33.487671232876714,F,4650,3857,OWNER,73865.99999999999,1448.3529411764707,51.0,,,69.46,,,14.599999999999998,,2282.5,,,10.0,,,9.0,,32.0,1869.7839999999999,,1043.1307692307691,25.0,,26.0,67116.0,1398.25,48.0,73865.99999999999,1448.3529411764707,51.0,9.943111111111113,,2183.0,2183.0,1.0,2183.0,,,,,1.0,,,,,54,MONTHLY,1755,,,,,,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
1903,5468,68,54.63561643835617,F,5468,4533,OWNER,1820240.5,15296.138655462188,119.0,10479.0,,228.66,2253.5,,14.599999999999996,,22748.01351351352,11.0,,15.0,8.0,,11.0,,74.0,18349.844230769228,13535.545454545454,12806.38571428571,52.0,11.0,56.0,1653385.0,15452.196261682244,107.0,1820240.5,15296.138655462188,119.0,9.909083008950859,,12732.5,6366.25,2.0,10479.0,,,2253.5,,1.0,,,1.0,,68,MONTHLY,1675,5906.0,81144.0,36.0,2254.0,C,1950.0,785.0,classic,1992.0,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
2218,725,75,42.08493150684932,M,725,606,OWNER,652662.7999999999,8702.170666666665,75.0,7140.0,,224.95714285714286,,,14.599999999999998,,13761.47619047619,10.0,,14.0,,,9.0,,42.0,12067.379999999996,,6458.697777777778,30.0,,45.0,592796.4999999999,8591.253623188404,69.0,652662.7999999999,8702.170666666665,75.0,9.902006638125288,,8211.0,4105.5,2.0,7140.0,,,,1071.0,1.0,,,,1.0,75,MONTHLY,1768,,,,,,,131.0,classic,2167.0,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505
151,767,1,75.59726027397261,M,767,639,DISPONENT,101157.40000000004,1806.382142857144,56.0,2046.0,,68.14285714285715,,4373.0,14.599999999999998,,2043.333333333333,10.0,,14.0,,14.0,9.0,,9.0,2161.2413793103437,,1425.2370370370368,29.0,,27.0,91876.2,1801.494117647059,51.0,101157.40000000004,1806.382142857144,56.0,9.899172520794727,,2046.0,2046.0,1.0,2046.0,,,,,1.0,,,,,1,MONTHLY,1767,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
150,766,1,72.54794520547945,F,766,639,OWNER,101157.40000000004,1806.382142857144,56.0,2046.0,,68.14285714285715,,4373.0,14.599999999999998,,2043.333333333333,10.0,,14.0,,14.0,9.0,,9.0,2161.2413793103437,,1425.2370370370368,29.0,,27.0,91876.2,1801.494117647059,51.0,101157.40000000004,1806.382142857144,56.0,9.899172520794727,,2046.0,2046.0,1.0,2046.0,,,,,1.0,,,,,1,MONTHLY,1767,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
3635,4298,33,78.75890410958904,M,4298,3561,OWNER,100789.50000000004,1866.4722222222229,54.0,1789.0,,78.425,,4324.0,14.599999999999998,,2308.0,9.0,,12.0,,14.0,9.0,,10.0,2299.151851851852,,1433.7925925925924,27.0,,27.0,91541.5,1794.9313725490194,51.0,100789.50000000004,1866.4722222222229,54.0,9.898518598615919,,1789.0,1789.0,1.0,1789.0,,,,,1.0,,,,,33,MONTHLY,1748,,,,,,,,,,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
4078,4019,11,53.32876712328767,M,4019,3325,OWNER,1052799.1999999995,15951.503030303025,66.0,,,278.9142857142857,,,14.599999999999998,,24389.837209302324,,,14.0,,,9.0,,43.0,19047.326666666664,16231.0,12554.692857142854,30.0,8.0,28.0,955675.6,15927.926666666664,60.0,1052799.1999999995,15951.503030303025,66.0,9.839787652022784,,,,,,,,,,,,,,,11,MONTHLY,1767,,,,,,,630.0,classic,2086.0,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529
2482,4105,16,18.13972602739726,F,4105,3395,OWNER,665956.6999999997,9651.546376811591,69.0,3712.0,,275.95,,,14.599999999999998,,17356.722222222223,10.0,,14.0,,,9.0,,36.0,12962.25172413793,,7251.285000000003,29.0,,40.0,604435.5999999997,9594.215873015868,63.0,665956.6999999997,9651.546376811591,69.0,9.824850335901012,,3712.0,3712.0,1.0,3712.0,,,,,1.0,,,,,16,MONTHLY,1769,,,,,,,,,,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
1519,3087,46,39.30684931506849,F,3087,2556,OWNER,73631.39999999997,1363.544444444444,54.0,2006.0,,52.4,,,14.599999999999998,,2116.64,10.0,,10.0,,,9.0,,25.0,1737.9999999999993,,1040.7379310344825,25.0,,29.0,66813.4,1310.0666666666666,51.0,73631.39999999997,1363.544444444444,54.0,9.79955998826635,,2006.0,2006.0,1.0,2006.0,,,,,1.0,,,,,46,MONTHLY,1752,,,,,,,,,,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618
2186,2604,22,72.52602739726028,M,2604,2152,OWNER,116660.60000000002,2333.2120000000004,50.0,3191.0,,89.02000000000002,,4880.0,14.599999999999998,,2325.0,9.0,,10.0,,14.0,9.0,,8.0,2812.408,,1854.016,25.0,,25.0,105800.60000000002,2251.076595744681,47.0,116660.60000000002,2333.2120000000004,50.0,9.742228360957643,,3191.0,3191.0,1.0,3191.0,,,,,1.0,,,,,22,MONTHLY,1756,,,,,,,,,,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089,1117
2187,2605,22,73.75890410958904,F,2605,2152,DISPONENT,116660.60000000002,2333.2120000000004,50.0,3191.0,,89.02000000000002,,4880.0,14.599999999999998,,2325.0,9.0,,10.0,,14.0,9.0,,8.0,2812.408,,1854.016,25.0,,25.0,105800.60000000002,2251.076595744681,47.0,116660.60000000002,2333.2120000000004,50.0,9.742228360957643,,3191.0,3191.0,1.0,3191.0,,,,,1.0,,,,,22,MONTHLY,1756,,,,,,,,,,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089,1117
3190,2089,70,31.58630136986301,F,2089,1723,OWNER,640075.4999999999,6809.313829787233,94.0,1092.0,4676.0,232.79285714285717,,,14.599999999999998,,11353.039215686274,10.0,10.0,14.0,,,9.0,,51.0,12185.658620689654,,4410.636923076923,29.0,,65.0,580406.1,6595.523863636362,88.0,640075.4999999999,6809.313829787233,94.0,9.727030940482054,,9680.0,2420.0,4.0,1092.0,4676.0,,,1956.0,1.0,1.0,,,2.0,70,MONTHLY,1768,,,,,,,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
