,client_id,client_district_id,client_age,client_gender,disp_id,account_id,type,alltime_sum_trans_amount_by_account_id,alltime_mean_trans_amount_by_account_id,alltime_total_nbr_trans,mean_trans_amount_of_Household,mean_trans_amount_of_Insurance_payment,mean_trans_amount_of_Interest_credited,mean_trans_amount_of_Loan_payment,mean_trans_amount_of_Old-age_pension,mean_trans_amount_of_Payment_for_statement,mean_trans_amount_of_Sanction_interest_if_negative_balance,mean_trans_amount_of_Unknown_Transaction_Type,nbr_trans_Household,nbr_trans_Insurance_payment,nbr_trans_Interest_credited,nbr_trans_Loan_payment,nbr_trans_Old-age_pension,nbr_trans_Payment_for_statement,nbr_trans_Sanction_interest_if_negative_balance,nbr_trans_Unknown_Transaction_Type,mean_trans_amount_of_Credit,mean_trans_amount_of_Unknown_Transaction_Type,mean_trans_amount_of_Withdrawal,nbr_trans_Credit,nbr_trans_Unknown_Transaction_Type,nbr_trans_Withdrawal,1yr_sum_trans_amount_by_account_id,1yr_mean_trans_amount_by_account_id,1yr_total_nbr_trans,3yr_sum_trans_amount_by_account_id,3yr_mean_trans_amount_by_account_id,3yr_total_nbr_trans,trans_ratio_98_97,trans_ratio_97_96,sum_order_amount_by_account_id,mean_order_amount_by_account_id,total_nbr_orders,mean_order_amount_of_Household,mean_order_amount_of_Insurance_payment,mean_order_amount_of_Leasing,mean_order_amount_of_Loan_payment,mean_order_amount_of_Unknown_Order_Type,nbr_orders_Household,nbr_orders_Insurance_payment,nbr_orders_Leasing,nbr_orders_Loan_payment,nbr_orders_Unknown_Order_Type,account_district_id,statement_freq,account_date_opened,loan_id,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_grant,card_id,card_type,card_issued_date,district_id,district_name,region,total_inhabitants,num_munipalities_less_499,500_to_1999,2000_to_9999,greater_than_10000,num_cities,ratio_urban,avg_salary,unemp_rate_95,unemp_rate_96,enterpreneurs_per_1000,num_crimes95,num_crimes96
1704,3287,74,20.767123287671236,M,3287,2721,DISPONENT,469475.5,5334.948863636363,88.0,1544.0,179.0,107.9,,,14.599999999999998,,9233.653061224491,9.0,9.0,13.0,,,8.0,,49.0,9093.87777777778,,3671.1606557377063,27.0,,61.0,439201.1,5228.5845238095235,84.0,469475.5,5334.948863636363,88.0,14.507342837512883,,3996.0,999.0,4.0,1544.0,179.0,,,1136.5,1.0,1.0,,,2.0,74,MONTHLY,1778,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1705,3323,74,17.86849315068493,F,3323,2752,OWNER,553583.4999999995,3163.334285714283,175.0,,,153.45937500000005,,,14.600000000000007,,4767.5130434782595,,,32.0,,,28.0,,115.0,3155.581914893617,,3172.330864197533,94.0,,81.0,174462.2,2208.3822784810127,79.0,553583.4999999995,3163.334285714283,175.0,0.7137955639347534,,,,,,,,,,,,,,,74,MONTHLY,1230,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1706,3375,74,44.183561643835624,M,3375,2794,OWNER,766018.8999999998,5803.173484848483,132.0,,,96.51200000000004,,,14.6,19.7375,9910.740259740258,,,25.0,,,22.0,8.0,77.0,6899.6392857142855,,4995.251315789472,56.0,,76.0,327077.6,5191.707936507936,63.0,766018.8999999998,5803.173484848483,132.0,0.9226807700835744,,,,,,,,,,,,,,,74,MONTHLY,1315,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1707,3380,74,20.76164383561644,F,3380,2797,OWNER,863642.9999999997,8636.429999999997,100.0,,,103.85454545454542,,,14.599999999999996,,14116.55737704918,,,22.0,,,17.0,,61.0,9583.719148936168,,7796.3811320754685,47.0,,53.0,478316.29999999993,7841.250819672129,61.0,863642.9999999997,8636.429999999997,100.0,1.2413266456749557,,,,,,,,,,,,,,,74,MONTHLY,1517,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1708,3402,74,46.698630136986296,F,3402,2816,OWNER,739798.0999999995,5871.413492063489,126.0,3933.0,,188.555,,,14.599999999999996,,8971.733333333334,16.0,,20.0,,,15.0,,75.0,9269.467441860466,,4110.975903614458,43.0,,83.0,452816.29999999993,5204.785057471264,87.0,739798.0999999995,5871.413492063489,126.0,1.5778572020943489,,4577.0,2288.5,2.0,3933.0,,,,644.0,1.0,,,,1.0,74,MONTHLY,1584,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1709,3403,74,41.232876712328775,M,3403,2816,DISPONENT,739798.0999999995,5871.413492063489,126.0,3933.0,,188.555,,,14.599999999999996,,8971.733333333334,16.0,,20.0,,,15.0,,75.0,9269.467441860466,,4110.975903614458,43.0,,83.0,452816.29999999993,5204.785057471264,87.0,739798.0999999995,5871.413492063489,126.0,1.5778572020943489,,4577.0,2288.5,2.0,3933.0,,,,644.0,1.0,,,,1.0,74,MONTHLY,1584,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1710,3511,74,35.33150684931507,M,3511,2905,OWNER,1389838.2000000004,5649.7487804878065,246.0,,,177.72745098039212,,,14.600000000000012,,9262.43288590604,,,51.0,,,46.0,,149.0,6835.911320754722,,4751.654285714281,106.0,,140.0,338079.4,5634.656666666668,60.0,978808.7999999996,5378.070329670328,182.0,1.086940614253711,0.8784918654708572,,,,,,,,,,,,,,74,MONTHLY,640,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1711,3519,74,49.07945205479452,M,3519,2912,OWNER,5610280.699999996,15204.01273712736,369.0,,,259.09000000000003,6336.0,,14.600000000000017,,22610.1512605042,,,50.0,34.0,,47.0,,238.0,18169.791666666668,12543.32,13096.862765957458,156.0,25.0,188.0,1440879.3000000003,15328.503191489363,94.0,3932475.4000000027,14618.867657992576,269.0,1.2306048626372783,0.8185495546976574,6336.0,6336.0,1.0,,,,6336.0,,,,,1.0,,74,MONTHLY,575,5563.0,380160.0,60.0,6336.0,C,1154.0,552.0,classic,1758.0,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1712,3591,74,68.30684931506849,M,3591,2974,OWNER,744661.2999999991,2152.200289017338,346.0,1546.0,,160.99846153846153,,5582.0,14.600000000000017,,2966.190476190476,64.0,,65.0,,69.0,64.0,,84.0,2938.688148148148,,1648.9971563981037,135.0,,211.0,132951.60000000006,2179.5344262295093,61.0,406356.3999999999,2150.0338624338615,189.0,0.9501585484296312,1.0331576032783254,1546.0,1546.0,1.0,1546.0,,,,,1.0,,,,,9,MONTHLY,71,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1713,3592,74,73.8082191780822,F,3592,2974,DISPONENT,744661.2999999991,2152.200289017338,346.0,1546.0,,160.99846153846153,,5582.0,14.600000000000017,,2966.190476190476,64.0,,65.0,,69.0,64.0,,84.0,2938.688148148148,,1648.9971563981037,135.0,,211.0,132951.60000000006,2179.5344262295093,61.0,406356.3999999999,2150.0338624338615,189.0,0.9501585484296312,1.0331576032783254,1546.0,1546.0,1.0,1546.0,,,,,1.0,,,,,9,MONTHLY,71,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1714,3596,74,23.797260273972608,M,3596,2978,OWNER,599257.6999999994,2304.837307692305,260.0,3212.0,,73.28958333333334,,,14.600000000000012,,3630.272,44.0,,48.0,,,43.0,,125.0,2592.388983050847,,2065.8859154929582,118.0,,142.0,162964.60000000006,2396.5382352941187,68.0,446813.8999999998,2222.954726368158,201.0,1.2230989251653608,0.8740211146665197,3212.0,3212.0,1.0,3212.0,,,,,1.0,,,,,74,MONTHLY,735,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1715,3683,74,21.871232876712327,F,3683,3046,OWNER,156200.40000000005,1644.2147368421058,95.0,1889.0,,100.05,,,14.599999999999996,,2344.9122807017543,11.0,,16.0,,,11.0,,57.0,2116.62,,1300.6472727272726,40.0,,55.0,121507.20000000006,1481.7951219512197,82.0,156200.40000000005,1644.2147368421058,95.0,3.5023347514786765,,2502.0,1251.0,2.0,1889.0,,,,613.0,1.0,,,,1.0,74,MONTHLY,1683,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1716,3685,74,24.841095890410962,M,3685,3048,OWNER,275946.60000000003,7261.752631578947,38.0,,,166.27692307692308,,,30.0,,13031.666666666664,,,13.0,,,4.0,,21.0,7631.591304347827,,6694.666666666668,23.0,,15.0,251527.8,7186.5085714285715,35.0,275946.60000000003,7261.752631578947,38.0,10.300579881075237,,4631.2,4631.2,1.0,,,4631.2,,,,,1.0,,,74,WEEKLY,1820,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1717,3707,74,57.56164383561644,M,3707,3066,OWNER,792435.0999999994,4983.868553459116,159.0,3241.0,,146.92142857142858,,,14.600000000000005,,8454.779761904761,24.0,,28.0,,,23.0,,84.0,6645.004761904762,,3893.7479166666662,63.0,,96.0,359657.7,4860.239189189188,74.0,792435.0999999994,4983.868553459116,159.0,1.0402358608031383,,3241.0,3241.0,1.0,3241.0,,,,,1.0,,,,,74,MONTHLY,1319,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1718,3716,74,45.745205479452046,M,3716,3074,OWNER,3537911.900000001,12284.416319444446,288.0,,,189.894,,,30.0,1.4,18860.81818181818,,,50.0,,,48.0,3.0,187.0,14637.85,13682.5,10126.3301369863,122.0,20.0,146.0,805380.6,11343.388732394364,71.0,2822254.5,13439.30714285714,210.0,0.7214564562681509,2.156835354969194,,,,,,,,,,,,,,74,WEEKLY,645,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1719,3776,74,20.495890410958904,M,3776,3122,OWNER,396337.1,3704.085046728972,107.0,4944.0,,139.6684210526316,,,14.599999999999996,,5412.186440677966,15.0,,19.0,,,14.0,,59.0,4410.254,,3084.6385964912292,50.0,,57.0,288410.1,3794.869736842105,76.0,396337.1,3704.085046728972,107.0,2.672270145561352,,4944.0,4944.0,1.0,4944.0,,,,,1.0,,,,,74,MONTHLY,1592,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1720,3777,74,23.34246575342466,F,3777,3122,DISPONENT,396337.1,3704.085046728972,107.0,4944.0,,139.6684210526316,,,14.599999999999996,,5412.186440677966,15.0,,19.0,,,14.0,,59.0,4410.254,,3084.6385964912292,50.0,,57.0,288410.1,3794.869736842105,76.0,396337.1,3704.085046728972,107.0,2.672270145561352,,4944.0,4944.0,1.0,4944.0,,,,,1.0,,,,,74,MONTHLY,1592,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1721,3792,74,26.295890410958904,M,3792,3136,OWNER,1615006.5000000012,3755.829069767445,430.0,2655.0,,195.06406249999995,,,14.600000000000017,,5839.5182186234815,60.0,,64.0,,,59.0,,247.0,5975.213475177306,,2673.015224913492,141.0,,289.0,306780.2,3696.146987951807,83.0,920103.9999999995,3651.2063492063485,252.0,1.0176190820536537,1.0191512206071864,6144.0,3072.0,2.0,2655.0,,,,3489.0,1.0,,,,1.0,69,MONTHLY,218,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1722,3842,74,22.531506849315072,M,3842,3177,OWNER,237722.60000000012,4661.227450980395,51.0,,,183.98181818181808,,,,,8057.758620689655,,,22.0,,,,,29.0,4275.70625,,5310.526315789473,32.0,,19.0,115319.4,4612.776,25.0,237722.60000000012,4661.227450980395,51.0,1.0473755531174391,,,,,,,,,,,,,,,74,MONTHLY,1411,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1723,3860,74,60.76986301369863,M,3860,3193,OWNER,1381561.9,7309.851322751323,189.0,9641.0,,115.25,,,14.600000000000007,,11333.229166666664,30.0,,34.0,,,29.0,,96.0,9980.121428571429,,5739.104201680669,70.0,,119.0,498386.0,7019.521126760564,71.0,1381561.9,7309.851322751323,189.0,0.9933889147120569,,9641.0,9641.0,1.0,9641.0,,,,,1.0,,,,,74,MONTHLY,1152,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1724,3929,74,41.1945205479452,M,3929,3249,OWNER,1150133.9999999998,7099.592592592591,162.0,8197.0,,150.86153846153846,5677.0,,14.6,,11079.592592592593,22.0,,26.0,12.0,,21.0,,81.0,10979.807272727274,,5105.089719626166,55.0,,107.0,530633.1999999997,6393.171084337348,83.0,1150133.9999999998,7099.592592592591,162.0,0.9675491976918849,,13874.0,6937.0,2.0,8197.0,,,5677.0,,1.0,,,1.0,,74,MONTHLY,1379,5638.0,68124.0,12.0,5677.0,A,1699.0,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1725,3962,74,46.12328767123286,M,3962,3273,OWNER,3915480.200000002,15059.539230769236,260.0,,,130.40138888888887,7876.0,,14.600000000000007,22.372222222222227,29495.015384615384,,,72.0,9.0,,31.0,18.0,130.0,17769.73545454545,12014.166666666664,13164.05289855073,110.0,12.0,138.0,1298533.7,13386.94536082474,97.0,3914880.200000002,15115.367567567571,259.0,0.9623552122836768,2248.8815,7876.0,7876.0,1.0,,,,7876.0,,,,,1.0,,74,MONTHLY,1092,5643.0,94512.0,12.0,7876.0,B,1724.0,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1726,3964,74,56.69315068493151,M,3964,3275,OWNER,840665.4999999991,2422.667146974061,347.0,120.0,,89.44629629629627,,,14.600000000000017,,4273.8144329896895,50.0,,54.0,,,49.0,,194.0,3623.110084033614,,1796.120175438595,119.0,,228.0,184419.30000000005,2458.9240000000004,75.0,565428.4999999997,2375.7499999999986,238.0,0.9056912613377583,1.041446590128535,3176.0,1588.0,2.0,120.0,,,,3056.0,1.0,,,,1.0,74,MONTHLY,544,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1727,4051,74,49.27123287671233,M,4051,3350,OWNER,505073.09999999974,3633.6194244604303,139.0,3661.0,,81.81724137931033,,,14.600000000000005,,6685.258064516129,24.0,,29.0,,,24.0,,62.0,4413.749180327868,,3023.5179487179503,61.0,,78.0,201971.80000000005,3482.272413793104,58.0,505073.09999999974,3633.6194244604303,139.0,0.9280009630502964,,3661.0,3661.0,1.0,3661.0,,,,,1.0,,,,,74,MONTHLY,1289,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1728,4052,74,48.24109589041096,F,4052,3350,DISPONENT,505073.09999999974,3633.6194244604303,139.0,3661.0,,81.81724137931033,,,14.600000000000005,,6685.258064516129,24.0,,29.0,,,24.0,,62.0,4413.749180327868,,3023.5179487179503,61.0,,78.0,201971.80000000005,3482.272413793104,58.0,505073.09999999974,3633.6194244604303,139.0,0.9280009630502964,,3661.0,3661.0,1.0,3661.0,,,,,1.0,,,,,74,MONTHLY,1289,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1729,4055,74,45.61643835616438,F,4055,3353,OWNER,1974671.0000000002,8585.526086956525,230.0,10616.0,414.0,160.49285714285716,6086.199999999998,,14.600000000000005,,14254.549549549549,23.0,23.0,28.0,22.0,,23.0,,111.0,13803.490410958906,11465.0,6020.628758169927,73.0,4.0,153.0,497855.5,5296.33510638298,94.0,1974671.0000000002,8585.526086956525,230.0,0.38828270349715743,,17174.2,4293.55,4.0,10616.0,414.0,,6086.2,58.0,1.0,1.0,,1.0,1.0,74,MONTHLY,1334,5656.0,146064.0,24.0,6086.0,C,1500.0,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1730,4083,74,30.942465753424653,F,4083,3377,OWNER,1110677.2999999998,8543.671538461536,130.0,3240.0,,191.412,,,14.6,,16012.307692307693,20.0,,25.0,,,20.0,,65.0,11307.794230769228,,6700.9230769230735,52.0,,78.0,523589.99999999977,7699.852941176468,68.0,1110677.2999999998,8543.671538461536,130.0,0.9445008562182836,,3240.0,3240.0,1.0,3240.0,,,,,1.0,,,,,74,MONTHLY,1431,,,,,,,635.0,classic,2188.0,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1731,4100,74,43.835616438356155,M,4100,3391,OWNER,2527382.3000000026,5470.5244588744645,462.0,813.0,,189.49130434782603,,,14.600000000000017,,9320.181818181818,65.0,,69.0,,,64.0,,264.0,9218.261702127662,,3824.3221183800624,141.0,,321.0,448005.6999999999,5270.655294117646,85.0,1328765.3000000005,5293.885657370519,251.0,0.9814331852950758,1.0348914554554298,7515.0,2505.0,3.0,813.0,,620.0,,6082.0,1.0,,1.0,,1.0,74,MONTHLY,90,,,,,,,638.0,gold,1747.0,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1732,4126,74,23.328767123287676,M,4126,3413,OWNER,1403991.6000000006,2654.048393194708,529.0,4359.0,247.0,244.62461538461537,,,14.600000000000017,,3909.8798586572443,61.0,60.0,65.0,,,60.0,,283.0,4481.051190476191,,1803.8088642659266,168.0,,361.0,362936.8,3558.2039215686273,102.0,911165.3999999996,2958.3292207792188,308.0,1.300831494349358,1.2410832244249057,4987.0,1246.75,4.0,4359.0,247.0,,,190.5,1.0,1.0,,,2.0,70,MONTHLY,193,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1733,4127,74,28.621917808219177,F,4127,3413,DISPONENT,1403991.6000000006,2654.048393194708,529.0,4359.0,247.0,244.62461538461537,,,14.600000000000017,,3909.8798586572443,61.0,60.0,65.0,,,60.0,,283.0,4481.051190476191,,1803.8088642659266,168.0,,361.0,362936.8,3558.2039215686273,102.0,911165.3999999996,2958.3292207792188,308.0,1.300831494349358,1.2410832244249057,4987.0,1246.75,4.0,4359.0,247.0,,,190.5,1.0,1.0,,,2.0,70,MONTHLY,193,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1734,4139,74,29.471232876712328,M,4139,3424,OWNER,4697002.300000002,8357.655338078293,562.0,4979.0,1463.0,236.49154929577458,,,14.600000000000017,,14270.866220735788,64.0,64.0,71.0,,,64.0,,299.0,13093.71530054645,14726.51282051282,5077.995294117653,183.0,39.0,340.0,1079200.9,9722.53063063063,111.0,2696837.8000000017,8643.710897435903,312.0,1.6548582285119324,0.8551170575227736,10085.0,2521.25,4.0,4979.0,1463.0,1379.0,,2264.0,1.0,1.0,1.0,,1.0,74,MONTHLY,46,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1735,4230,74,37.164383561643845,F,4230,3502,OWNER,1609020.600000001,8889.616574585642,181.0,5258.0,,235.62352941176476,,,14.600000000000007,,16270.831460674155,29.0,,34.0,,,29.0,,89.0,12047.93142857143,,6897.886486486484,70.0,,111.0,565919.1,8446.553731343283,67.0,1609020.600000001,8889.616574585642,181.0,0.926776635863588,,5258.0,5258.0,1.0,5258.0,,,,,1.0,,,,,74,MONTHLY,1162,,,,,,,654.0,classic,2180.0,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1736,4264,74,27.550684931506854,F,4264,3533,OWNER,417442.09999999974,1496.2082437275976,279.0,2127.0,,118.03653846153841,,,14.600000000000017,,2337.287878787879,48.0,,52.0,,,47.0,,132.0,1758.8181102362205,,1276.7907894736852,127.0,,152.0,103069.4,1585.6830769230771,65.0,296263.90000000014,1481.3195000000005,200.0,1.0318878942936975,1.1089433295289524,2127.0,2127.0,1.0,2127.0,,,,,1.0,,,,,74,MONTHLY,605,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1737,4276,74,25.42465753424657,F,4276,3543,OWNER,172164.50000000012,1345.0351562500011,128.0,,,66.36399999999999,,,14.600000000000005,,2153.8607594936707,,,25.0,,,24.0,,79.0,1702.692727272727,,1075.5671232876714,55.0,,73.0,83672.09999999999,1349.55,62.0,172164.50000000012,1345.0351562500011,128.0,1.1642048348003216,,2094.0,2094.0,1.0,2094.0,,,,,1.0,,,,,74,MONTHLY,1297,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1738,4277,74,19.169863013698627,M,4277,3543,DISPONENT,172164.50000000012,1345.0351562500011,128.0,,,66.36399999999999,,,14.600000000000005,,2153.8607594936707,,,25.0,,,24.0,,79.0,1702.692727272727,,1075.5671232876714,55.0,,73.0,83672.09999999999,1349.55,62.0,172164.50000000012,1345.0351562500011,128.0,1.1642048348003216,,2094.0,2094.0,1.0,2094.0,,,,,1.0,,,,,74,MONTHLY,1297,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1739,4315,74,39.715068493150675,F,4315,3577,OWNER,534636.1,4904.918348623852,109.0,7964.0,,157.25500000000005,,,14.599999999999996,,6979.86440677966,15.0,,20.0,,,15.0,,59.0,6037.9000000000015,,3979.650000000001,49.0,,60.0,347884.0,4701.135135135135,74.0,534636.1,4904.918348623852,109.0,1.8628117167089424,,7964.0,7964.0,1.0,7964.0,,,,,1.0,,,,,74,MONTHLY,1591,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1740,4413,74,21.676712328767124,M,4413,3660,OWNER,758514.1999999994,2192.2375722543334,346.0,,,93.86774193548388,,,14.600000000000017,,3341.48,,,62.0,,,59.0,,225.0,1886.7572093023248,,2693.5984732824404,215.0,,131.0,173386.7,2709.1671875,64.0,368574.9000000001,1929.7115183246078,191.0,1.9112985811873653,0.3562484169106345,,,,,,,,,,,,,,74,MONTHLY,317,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1741,4465,74,61.624657534246566,M,4465,3703,OWNER,98366.00000000004,1117.795454545455,88.0,,,54.01428571428572,,,14.599999999999996,,1597.049180327869,,,14.0,,,13.0,,61.0,1681.7636363636366,,779.4145454545453,33.0,,55.0,73784.0,1039.2112676056338,71.0,98366.00000000004,1117.795454545455,88.0,3.0015458465543903,,2012.0,1006.0,2.0,1820.0,,,,192.0,1.0,,,,1.0,74,MONTHLY,1629,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1742,4472,74,33.46027397260274,M,4472,3709,OWNER,850543.6999999997,3037.6560714285706,280.0,5579.0,255.0,174.65588235294118,,,14.600000000000007,,4262.178343949045,30.0,30.0,34.0,,,29.0,,157.0,5861.614285714286,,1966.4995073891614,77.0,,203.0,312845.7000000001,2896.7194444444453,108.0,850543.6999999997,3037.6560714285706,280.0,1.0449548877906445,,7625.0,1906.25,4.0,5579.0,255.0,,,895.5,1.0,1.0,,,2.0,74,MONTHLY,1159,,,,,,,688.0,classic,1673.0,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1743,4477,74,41.98082191780822,M,4477,3713,OWNER,5621797.0,13984.569651741294,402.0,,,266.2686567164179,,,30.0,,20520.50183150183,,,67.0,,,62.0,,273.0,15083.02105263158,12135.826923076924,13281.0,190.0,52.0,160.0,1276026.2,16789.81842105263,76.0,3581413.4,15111.448945147678,237.0,0.9301394342229616,1.9850511859166775,,,,,,,,,,,,,,14,WEEKLY,158,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1744,4478,74,46.66575342465754,F,4478,3713,DISPONENT,5621797.0,13984.569651741294,402.0,,,266.2686567164179,,,30.0,,20520.50183150183,,,67.0,,,62.0,,273.0,15083.02105263158,12135.826923076924,13281.0,190.0,52.0,160.0,1276026.2,16789.81842105263,76.0,3581413.4,15111.448945147678,237.0,0.9301394342229616,1.9850511859166775,,,,,,,,,,,,,,14,WEEKLY,158,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1745,4480,74,35.78356164383562,M,4480,3715,OWNER,33100.0,2546.153846153846,13.0,,,,,,,,2546.153846153846,,,,,,,,13.0,3314.285714285714,,1650.0,7.0,,6.0,20700.0,1881.8181818181815,11.0,33100.0,2546.153846153846,13.0,1.6693548387096775,,,,,,,,,,,,,,,74,MONTHLY,1791,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1746,4556,74,28.60821917808219,M,4556,3779,OWNER,1019998.6999999994,3269.226602564101,312.0,159.0,2969.0,182.88048780487804,,,14.60000000000001,,5566.7018633540365,37.0,37.0,41.0,,,36.0,,161.0,5801.893548387097,,2193.710502283104,93.0,,219.0,307117.9,3199.144791666667,96.0,926908.3999999996,3185.2522336769744,291.0,0.985212725858322,3.3486571640654286,3981.0,1327.0,3.0,159.0,2969.0,,,853.0,1.0,1.0,,,1.0,74,MONTHLY,918,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1747,4579,74,59.545205479452065,F,4579,3799,OWNER,867281.6999999997,4424.90663265306,196.0,4673.0,136.0,167.10800000000003,,,14.6,,6989.201834862385,21.0,21.0,25.0,,,20.0,,109.0,8612.263461538461,,2912.8055555555547,52.0,,144.0,444134.3999999999,4229.851428571427,105.0,867281.6999999997,4424.90663265306,196.0,1.1163607197141172,,6312.0,1578.0,4.0,4673.0,136.0,,,751.5,1.0,1.0,,,2.0,74,MONTHLY,1428,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
1748,4596,74,25.35342465753425,F,4596,3814,OWNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,74,MONTHLY,1090,,,,,,,,,,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
