;account_id;sum_order_amount_by_account_id;mean_order_amount_by_account_id;total_nbr_orders;mean_order_amount_of Household;mean_order_amount_of Insurance payment;mean_order_amount_of Leasing;mean_order_amount_of Loan payment;mean_order_amount_of Unknown_Order_Type;nbr_orders Household;nbr_orders Insurance payment;nbr_orders Leasing;nbr_orders Loan payment;nbr_orders Unknown_Order_Type
975;1219;3986.0;3986.0;1;3986.0;;;;;1.0;;;;
976;1220;2770.0;2770.0;1;2770.0;;;;;1.0;;;;
977;1221;3213.4;3213.4;1;;;3213.4;;;;;1.0;;
978;1222;1727.0;1727.0;1;1727.0;;;;;1.0;;;;
979;1223;6361.0;3180.5;2;1398.0;;;;4963.0;1.0;;;;1.0
980;1226;3826.0;3826.0;1;3826.0;;;;;1.0;;;;
981;1227;8936.0;2234.0;4;5511.0;980.0;;;1222.5;1.0;1.0;;;2.0
982;1228;1980.0;1980.0;1;1980.0;;;;;1.0;;;;
983;1229;5505.0;5505.0;1;5505.0;;;;;1.0;;;;
984;1230;3213.4;3213.4;1;;;3213.4;;;;;1.0;;
985;1231;4150.0;2075.0;2;3485.0;;665.0;;;1.0;;1.0;;
986;1233;2260.0;2260.0;1;2260.0;;;;;1.0;;;;
987;1234;2236.0;2236.0;1;2236.0;;;;;1.0;;;;
988;1235;2892.0;1446.0;2;1446.0;;;;;2.0;;;;
989;1238;2256.0;2256.0;1;2256.0;;;;;1.0;;;;
990;1239;3744.0;3744.0;1;3744.0;;;;;1.0;;;;
991;1240;4353.0;4353.0;1;4353.0;;;;;1.0;;;;
992;1241;3796.0;1265.3333333333333;3;1368.0;227.0;;;2201.0;1.0;1.0;;;1.0
993;1242;14399.7;2879.94;5;4910.0;422.0;;5355.7;1856.0;1.0;1.0;;1.0;2.0
994;1244;4233.0;846.6;5;903.0;406.0;;748.0;1088.0;1.0;1.0;;1.0;2.0
995;1245;3611.0;3611.0;1;3611.0;;;;;1.0;;;;
996;1246;3239.0;3239.0;1;3239.0;;;;;1.0;;;;
997;1247;2077.0;2077.0;1;;;;2077.0;;;;;1.0;
998;1248;3176.0;3176.0;1;3176.0;;;;;1.0;;;;
999;1249;2457.0;819.0;3;704.0;1361.0;;;392.0;1.0;1.0;;;1.0
1000;1250;13935.2;4645.066666666667;3;61.0;;;3805.2;10069.0;1.0;;;1.0;1.0
1001;1251;7870.0;7870.0;1;7870.0;;;;;1.0;;;;
1002;1252;4114.7;4114.7;1;;;;4114.7;;;;;1.0;
1003;1253;9195.0;4597.5;2;3865.0;;;;5330.0;1.0;;;;1.0
1004;1255;4598.0;4598.0;1;;;;4598.0;;;;;1.0;
1005;1256;8602.0;2867.3333333333335;3;1178.0;;;1974.0;5450.0;1.0;;;1.0;1.0
1006;1257;4387.0;4387.0;1;4387.0;;;;;1.0;;;;
1007;1258;1933.0;966.5;2;759.0;;;;1174.0;1.0;;;;1.0
1008;1259;4725.0;1181.25;4;724.0;464.0;;1429.0;2108.0;1.0;1.0;;1.0;1.0
1009;1260;6594.0;6594.0;1;6594.0;;;;;1.0;;;;
1010;1261;9222.0;9222.0;1;9222.0;;;;;1.0;;;;
1011;1262;2821.0;2821.0;1;2821.0;;;;;1.0;;;;
1012;1264;6605.0;6605.0;1;6605.0;;;;;1.0;;;;
1013;1265;1870.0;1870.0;1;1870.0;;;;;1.0;;;;
1014;1266;9291.0;9291.0;1;9291.0;;;;;1.0;;;;
1015;1267;4831.0;1207.75;4;2271.0;21.0;;;1269.5;1.0;1.0;;;2.0
1016;1268;2220.0;2220.0;1;2220.0;;;;;1.0;;;;
1017;1269;7439.0;3719.5;2;6840.0;;;;599.0;1.0;;;;1.0
1018;1270;6239.3;3119.65;2;4162.0;;;2077.3;;1.0;;;1.0;
1019;1271;4128.0;4128.0;1;4128.0;;;;;1.0;;;;
1020;1272;1246.4;1246.4;1;;;1246.4;;;;;1.0;;
1021;1273;3863.0;3863.0;1;3863.0;;;;;1.0;;;;
1022;1275;1903.0;1903.0;1;1903.0;;;;;1.0;;;;
1023;1276;4516.0;1505.3333333333333;3;3839.0;169.0;;;508.0;1.0;1.0;;;1.0
1024;1277;3175.0;3175.0;1;3175.0;;;;;1.0;;;;
1025;1279;3587.0;3587.0;1;3587.0;;;;;1.0;;;;
1026;1280;2491.0;2491.0;1;2491.0;;;;;1.0;;;;
1027;1284;4375.5;4375.5;1;;;;4375.5;;;;;1.0;
1028;1285;7213.0;7213.0;1;7213.0;;;;;1.0;;;;
1029;1286;8500.0;8500.0;1;8500.0;;;;;1.0;;;;
1030;1287;9767.0;3255.6666666666665;3;2623.0;525.0;;;6619.0;1.0;1.0;;;1.0
1031;1288;2948.0;2948.0;1;2948.0;;;;;1.0;;;;
1032;1289;6950.0;6950.0;1;6950.0;;;;;1.0;;;;
1033;1291;1668.0;834.0;2;834.0;;;;;2.0;;;;
1034;1292;3331.0;1110.3333333333333;3;1653.0;221.0;;;1457.0;1.0;1.0;;;1.0
1035;1293;3484.0;3484.0;1;3484.0;;;;;1.0;;;;
1036;1294;3581.0;1790.5;2;1404.0;;;;2177.0;1.0;;;;1.0
1037;1295;3282.0;3282.0;1;3282.0;;;;;1.0;;;;
1038;1296;1607.0;1607.0;1;1607.0;;;;;1.0;;;;
1039;1297;6189.0;3094.5;2;2878.0;;;;3311.0;1.0;;;;1.0
1040;1298;5822.0;5822.0;1;5822.0;;;;;1.0;;;;
1041;1299;2608.0;1304.0;2;317.0;;;;2291.0;1.0;;;;1.0
1042;1302;3924.0;3924.0;1;3924.0;;;;;1.0;;;;
1043;1303;3601.0;3601.0;1;3601.0;;;;;1.0;;;;
1044;1304;2368.9;2368.9;1;;;2368.9;;;;;1.0;;
1045;1306;7853.0;2617.6666666666665;3;5023.0;1888.0;;;942.0;1.0;1.0;;;1.0
1046;1307;3297.0;3297.0;1;3297.0;;;;;1.0;;;;
1047;1308;3206.0;3206.0;1;3206.0;;;;;1.0;;;;
1048;1309;12799.0;6399.5;2;10199.0;;2600.0;;;1.0;;1.0;;
1049;1311;9327.0;9327.0;1;9327.0;;;;;1.0;;;;
1050;1312;1690.0;1690.0;1;1690.0;;;;;1.0;;;;
1051;1314;6889.0;6889.0;1;6889.0;;;;;1.0;;;;
1052;1315;6272.0;2090.6666666666665;3;2813.0;3160.0;;;299.0;1.0;1.0;;;1.0
1053;1316;1982.0;660.6666666666666;3;1130.0;233.0;;;619.0;1.0;1.0;;;1.0
1054;1317;3493.0;3493.0;1;3493.0;;;;;1.0;;;;
1055;1318;18352.0;3670.4;5;8677.0;2015.0;;5154.0;1253.0;1.0;1.0;;1.0;2.0
1056;1319;8431.0;2810.3333333333335;3;6185.0;1362.0;;;884.0;1.0;1.0;;;1.0
1057;1320;5513.0;1378.25;4;4377.0;149.0;;;493.5;1.0;1.0;;;2.0
1058;1321;3319.0;1659.5;2;2683.0;;636.0;;;1.0;;1.0;;
1059;1322;2916.0;1458.0;2;1458.0;;;;;2.0;;;;
1060;1323;9720.0;9720.0;1;9720.0;;;;;1.0;;;;
1061;1324;3421.0;1710.5;2;2741.0;;;;680.0;1.0;;;;1.0
1062;1325;2128.0;1064.0;2;362.0;;;;1766.0;1.0;;;;1.0
1063;1326;3043.0;760.75;4;96.0;1207.0;;;870.0;1.0;1.0;;;2.0
1064;1328;3249.8;3249.8;1;;;3249.8;;;;;1.0;;
1065;1329;10409.2;3469.7333333333336;3;3368.0;;;1960.2;5081.0;1.0;;;1.0;1.0
1066;1331;4416.0;2208.0;2;1096.0;;;;3320.0;1.0;;;;1.0
1067;1332;4755.0;4755.0;1;4755.0;;;;;1.0;;;;
1068;1333;6508.0;6508.0;1;6508.0;;;;;1.0;;;;
1069;1335;6411.0;3205.5;2;5367.0;;;;1044.0;1.0;;;;1.0
1070;1336;9426.0;9426.0;1;9426.0;;;;;1.0;;;;
1071;1337;3264.0;3264.0;1;3264.0;;;;;1.0;;;;
1072;1338;5599.0;1866.3333333333333;3;4545.0;157.0;;;897.0;1.0;1.0;;;1.0
1073;1340;2410.0;803.3333333333334;3;818.0;1120.0;;;472.0;1.0;1.0;;;1.0
1074;1341;2098.0;2098.0;1;2098.0;;;;;1.0;;;;
1075;1342;8272.0;2068.0;4;2517.0;3665.0;1079.0;;1011.0;1.0;1.0;1.0;;1.0
1076;1345;4142.0;2071.0;2;3294.0;;;;848.0;1.0;;;;1.0
1077;1346;2067.0;1033.5;2;1592.0;;;;475.0;1.0;;;;1.0
1078;1347;2066.0;2066.0;1;2066.0;;;;;1.0;;;;
1079;1348;5534.0;1844.6666666666667;3;5025.0;492.0;;;17.0;1.0;1.0;;;1.0
1080;1349;3813.0;1906.5;2;1906.5;;;;;2.0;;;;
1081;1350;11447.0;3815.6666666666665;3;6875.0;;1079.0;;3493.0;1.0;;1.0;;1.0
1082;1351;2227.0;2227.0;1;2227.0;;;;;1.0;;;;
1083;1352;7004.0;1751.0;4;2976.0;370.0;;;1829.0;1.0;1.0;;;2.0
1084;1353;7297.0;3648.5;2;651.0;;;;6646.0;1.0;;;;1.0
1085;1354;3080.0;3080.0;1;3080.0;;;;;1.0;;;;
1086;1355;3606.0;3606.0;1;3606.0;;;;;1.0;;;;
1087;1357;2290.0;2290.0;1;2290.0;;;;;1.0;;;;
1088;1358;2980.0;2980.0;1;2980.0;;;;;1.0;;;;
1089;1361;6195.0;6195.0;1;6195.0;;;;;1.0;;;;
1090;1363;6888.0;1722.0;4;5046.0;82.0;;;880.0;1.0;1.0;;;2.0
1091;1365;2314.0;2314.0;1;2314.0;;;;;1.0;;;;
1092;1366;5084.0;1694.6666666666667;3;4773.0;1.0;;;310.0;1.0;1.0;;;1.0
1093;1367;5213.0;1303.25;4;3872.0;717.0;;;312.0;1.0;1.0;;;2.0
1094;1368;4439.0;4439.0;1;4439.0;;;;;1.0;;;;
1095;1369;7743.0;3871.5;2;6005.0;;;;1738.0;1.0;;;;1.0
1096;1370;1852.0;1852.0;1;1852.0;;;;;1.0;;;;
1097;1371;3074.0;3074.0;1;3074.0;;;;;1.0;;;;
1098;1373;1974.0;987.0;2;1628.0;;;;346.0;1.0;;;;1.0
1099;1374;8107.3;8107.3;1;;;;8107.3;;;;;1.0;
1100;1375;7819.0;3909.5;2;5930.0;;;1889.0;;1.0;;;1.0;
1101;1376;2731.0;2731.0;1;2731.0;;;;;1.0;;;;
1102;1377;2272.0;2272.0;1;2272.0;;;;;1.0;;;;
1103;1378;5874.0;1468.5;4;2953.0;693.0;;;1114.0;1.0;1.0;;;2.0
1104;1379;6953.0;6953.0;1;6953.0;;;;;1.0;;;;
1105;1380;11129.0;3709.6666666666665;3;8829.0;;1200.0;;1100.0;1.0;;1.0;;1.0
1106;1381;2705.0;2705.0;1;2705.0;;;;;1.0;;;;
1107;1382;2059.0;2059.0;1;2059.0;;;;;1.0;;;;
1108;1383;2173.0;2173.0;1;2173.0;;;;;1.0;;;;
1109;1385;9834.0;9834.0;1;9834.0;;;;;1.0;;;;
1110;1389;11603.7;5801.85;2;6376.0;;;5227.7;;1.0;;;1.0;
1111;1390;7158.0;3579.0;2;1011.0;;;;6147.0;1.0;;;;1.0
1112;1391;3053.0;3053.0;1;3053.0;;;;;1.0;;;;
1113;1392;7297.0;3648.5;2;3081.0;;;;4216.0;1.0;;;;1.0
1114;1393;5254.0;5254.0;1;5254.0;;;;;1.0;;;;
1115;1394;2100.0;1050.0;2;1050.0;;;;;2.0;;;;
1116;1395;3432.0;3432.0;1;3432.0;;;;;1.0;;;;
1117;1396;14707.0;14707.0;1;14707.0;;;;;1.0;;;;
1118;1397;8319.0;8319.0;1;8319.0;;;;;1.0;;;;
1119;1399;5814.0;1453.5;4;5427.0;29.0;;;179.0;1.0;1.0;;;2.0
1120;1401;2463.0;2463.0;1;2463.0;;;;;1.0;;;;
1121;1402;5139.0;1284.75;4;2073.0;471.0;;;1297.5;1.0;1.0;;;2.0
1122;1403;9120.0;9120.0;1;9120.0;;;;;1.0;;;;
1123;1404;9086.0;1817.2;5;6306.0;53.0;2121.0;;303.0;1.0;1.0;1.0;;2.0
1124;1405;2387.0;1193.5;2;2229.0;;;;158.0;1.0;;;;1.0
1125;1406;2760.0;1380.0;2;1380.0;;;;;2.0;;;;
1126;1407;20109.7;10054.85;2;14882.0;;;5227.7;;1.0;;;1.0;
1127;1410;3816.0;3816.0;1;3816.0;;;;;1.0;;;;
1128;1411;5174.0;5174.0;1;5174.0;;;;;1.0;;;;
1129;1412;3819.0;1273.0;3;936.0;1110.0;;;1773.0;1.0;1.0;;;1.0
1130;1413;6113.0;2037.6666666666667;3;2016.0;620.0;;;3477.0;1.0;1.0;;;1.0
1131;1414;9134.0;3044.6666666666665;3;1920.0;1817.0;;;5397.0;1.0;1.0;;;1.0
1132;1416;3688.0;3688.0;1;;;3688.0;;;;;1.0;;
1133;1417;7394.0;7394.0;1;7394.0;;;;;1.0;;;;
1134;1418;6759.0;6759.0;1;6759.0;;;;;1.0;;;;
1135;1419;3305.0;3305.0;1;3305.0;;;;;1.0;;;;
1136;1420;1794.0;1794.0;1;1794.0;;;;;1.0;;;;
1137;1422;2655.0;2655.0;1;2655.0;;;;;1.0;;;;
1138;1423;3607.0;1803.5;2;2394.0;;;;1213.0;1.0;;;;1.0
1139;1424;6224.0;6224.0;1;6224.0;;;;;1.0;;;;
1140;1425;4069.0;4069.0;1;4069.0;;;;;1.0;;;;
1141;1426;2681.0;2681.0;1;2681.0;;;;;1.0;;;;
1142;1427;6046.0;6046.0;1;6046.0;;;;;1.0;;;;
1143;1429;2166.0;2166.0;1;2166.0;;;;;1.0;;;;
1144;1430;4127.0;4127.0;1;;;;4127.0;;;;;1.0;
1145;1432;16857.2;8428.6;2;13590.0;;3267.2;;;1.0;;1.0;;
1146;1434;3214.0;3214.0;1;3214.0;;;;;1.0;;;;
1147;1435;7949.0;7949.0;1;7949.0;;;;;1.0;;;;
1148;1436;3104.0;3104.0;1;3104.0;;;;;1.0;;;;
1149;1437;2161.0;540.25;4;1753.0;65.0;;;171.5;1.0;1.0;;;2.0
1150;1439;2122.0;2122.0;1;2122.0;;;;;1.0;;;;
1151;1440;2132.0;710.6666666666666;3;56.0;56.0;;;2020.0;1.0;1.0;;;1.0
1152;1441;2425.0;2425.0;1;2425.0;;;;;1.0;;;;
1153;1442;5950.0;5950.0;1;5950.0;;;;;1.0;;;;
1154;1443;7505.0;7505.0;1;7505.0;;;;;1.0;;;;
1155;1444;2024.0;2024.0;1;2024.0;;;;;1.0;;;;
1156;1445;4524.0;1131.0;4;1361.0;1075.0;;;1044.0;1.0;1.0;;;2.0
1157;1446;4877.0;4877.0;1;4877.0;;;;;1.0;;;;
1158;1447;10294.7;5147.35;2;8210.0;;;2084.7;;1.0;;;1.0;
1159;1448;7156.0;7156.0;1;;;;7156.0;;;;;1.0;
1160;1449;3140.0;1570.0;2;2820.0;;;;320.0;1.0;;;;1.0
1161;1450;3103.0;3103.0;1;3103.0;;;;;1.0;;;;
1162;1451;3734.0;3734.0;1;3734.0;;;;;1.0;;;;
1163;1453;8070.8;4035.4;2;6820.0;;1250.8;;;1.0;;1.0;;
1164;1456;1250.8;1250.8;1;;;1250.8;;;;;1.0;;
1165;1458;3259.0;3259.0;1;3259.0;;;;;1.0;;;;
1166;1459;2124.0;1062.0;2;1542.0;;;;582.0;1.0;;;;1.0
1167;1460;3417.0;3417.0;1;3417.0;;;;;1.0;;;;
1168;1461;12922.1;6461.05;2;8705.0;;4217.1;;;1.0;;1.0;;
1169;1463;2224.0;1112.0;2;719.0;;;;1505.0;1.0;;;;1.0
1170;1465;2122.0;1061.0;2;1904.0;;;;218.0;1.0;;;;1.0
1171;1466;10056.0;10056.0;1;10056.0;;;;;1.0;;;;
1172;1467;6814.0;6814.0;1;6814.0;;;;;1.0;;;;
1173;1468;2149.0;1074.5;2;439.0;;;;1710.0;1.0;;;;1.0
1174;1469;3574.0;3574.0;1;3574.0;;;;;1.0;;;;
1175;1470;4060.0;4060.0;1;4060.0;;;;;1.0;;;;
1176;1471;8011.0;2670.3333333333335;3;7823.0;176.0;;;12.0;1.0;1.0;;;1.0
1177;1472;5902.0;2951.0;2;3527.0;;;;2375.0;1.0;;;;1.0
1178;1473;1984.0;1984.0;1;1984.0;;;;;1.0;;;;
1179;1474;2695.0;2695.0;1;2695.0;;;;;1.0;;;;
1180;1476;3467.0;3467.0;1;3467.0;;;;;1.0;;;;
1181;1477;2100.0;2100.0;1;2100.0;;;;;1.0;;;;
1182;1478;11931.0;11931.0;1;11931.0;;;;;1.0;;;;
1183;1479;2162.0;2162.0;1;2162.0;;;;;1.0;;;;
1184;1480;3425.2;3425.2;1;;;;3425.2;;;;;1.0;
1185;1481;2065.0;2065.0;1;2065.0;;;;;1.0;;;;
1186;1482;4788.0;1596.0;3;2687.0;335.0;;;1766.0;1.0;1.0;;;1.0
1187;1483;4663.0;2331.5;2;1962.0;;;;2701.0;1.0;;;;1.0
1188;1484;3140.0;1570.0;2;1570.0;;;;;2.0;;;;
1189;1485;7303.0;2434.3333333333335;3;336.0;;1018.0;;5949.0;1.0;;1.0;;1.0
1190;1486;8118.0;2706.0;3;3592.0;2235.0;;;2291.0;1.0;1.0;;;1.0
1191;1487;2204.0;2204.0;1;2204.0;;;;;1.0;;;;
1192;1488;6080.0;3040.0;2;5850.0;;;;230.0;1.0;;;;1.0
1193;1490;1657.7;1657.7;1;;;1657.7;;;;;1.0;;
1194;1491;6966.0;6966.0;1;6966.0;;;;;1.0;;;;
1195;1492;1546.0;1546.0;1;1546.0;;;;;1.0;;;;
1196;1493;2315.0;1157.5;2;1157.5;;;;;2.0;;;;
1197;1495;3729.0;1864.5;2;3059.0;;;;670.0;1.0;;;;1.0
1198;1496;7125.0;2375.0;3;6931.0;33.0;;;161.0;1.0;1.0;;;1.0
1199;1497;5724.0;2862.0;2;261.0;;;;5463.0;1.0;;;;1.0
1200;1498;2762.8;2762.8;1;;;;2762.8;;;;;1.0;
1201;1499;3666.0;3666.0;1;3666.0;;;;;1.0;;;;
1202;1500;4119.0;4119.0;1;4119.0;;;;;1.0;;;;
1203;1501;2292.0;2292.0;1;2292.0;;;;;1.0;;;;
1204;1502;7338.0;7338.0;1;7338.0;;;;;1.0;;;;
1205;1503;3171.0;3171.0;1;3171.0;;;;;1.0;;;;
1206;1504;5506.0;2753.0;2;619.0;;;;4887.0;1.0;;;;1.0
1207;1506;9498.0;9498.0;1;;;;9498.0;;;;;1.0;
1208;1507;6619.0;6619.0;1;6619.0;;;;;1.0;;;;
1209;1508;10624.7;5312.35;2;8967.0;;1657.7;;;1.0;;1.0;;
1210;1509;7263.0;3631.5;2;4943.0;;;;2320.0;1.0;;;;1.0
1211;1510;9985.0;9985.0;1;9985.0;;;;;1.0;;;;
1212;1511;1657.7;1657.7;1;;;1657.7;;;;;1.0;;
1213;1512;8822.0;8822.0;1;8822.0;;;;;1.0;;;;
1214;1513;7549.0;1887.25;4;1632.0;1316.0;;;2300.5;1.0;1.0;;;2.0
1215;1514;3781.0;1890.5;2;1890.5;;;;;2.0;;;;
1216;1515;5219.0;1739.6666666666667;3;1538.0;2907.0;;;774.0;1.0;1.0;;;1.0
1217;1516;2277.0;2277.0;1;2277.0;;;;;1.0;;;;
1218;1517;2601.0;2601.0;1;2601.0;;;;;1.0;;;;
1219;1519;3443.0;3443.0;1;3443.0;;;;;1.0;;;;
1220;1520;2943.0;2943.0;1;2943.0;;;;;1.0;;;;
1221;1521;3024.0;3024.0;1;3024.0;;;;;1.0;;;;
1222;1523;11527.0;5763.5;2;1684.0;;;;9843.0;1.0;;;;1.0
1223;1524;2705.0;2705.0;1;2705.0;;;;;1.0;;;;
1224;1525;1625.0;1625.0;1;1625.0;;;;;1.0;;;;
1225;1526;4433.0;4433.0;1;4433.0;;;;;1.0;;;;
1226;1527;4557.2;4557.2;1;;;;4557.2;;;;;1.0;
1227;1528;3981.0;3981.0;1;;;;3981.0;;;;;1.0;
1228;1529;2599.0;866.3333333333334;3;1059.0;77.0;;;1463.0;1.0;1.0;;;1.0
1229;1530;3700.0;3700.0;1;3700.0;;;;;1.0;;;;
1230;1532;7903.0;7903.0;1;7903.0;;;;;1.0;;;;
1231;1534;9606.0;4803.0;2;7451.0;;;;2155.0;1.0;;;;1.0
1232;1535;2757.0;2757.0;1;2757.0;;;;;1.0;;;;
1233;1536;13204.0;13204.0;1;13204.0;;;;;1.0;;;;
1234;1538;10288.0;10288.0;1;10288.0;;;;;1.0;;;;
1235;1540;8761.0;2920.3333333333335;3;4540.0;;1164.0;;3057.0;1.0;;1.0;;1.0
1236;1542;2655.0;2655.0;1;2655.0;;;;;1.0;;;;
1237;1544;9715.0;4857.5;2;9526.0;;;;189.0;1.0;;;;1.0
1238;1545;3737.0;1868.5;2;2625.0;;;;1112.0;1.0;;;;1.0
1239;1546;4173.0;4173.0;1;4173.0;;;;;1.0;;;;
1240;1548;2106.0;2106.0;1;2106.0;;;;;1.0;;;;
1241;1549;4052.0;4052.0;1;4052.0;;;;;1.0;;;;
1242;1550;4708.0;4708.0;1;4708.0;;;;;1.0;;;;
1243;1551;3063.0;1531.5;2;1531.5;;;;;2.0;;;;
1244;1552;6284.0;3142.0;2;5263.0;;1021.0;;;1.0;;1.0;;
1245;1554;6551.0;6551.0;1;6551.0;;;;;1.0;;;;
1246;1555;3263.0;3263.0;1;3263.0;;;;;1.0;;;;
1247;1556;1837.0;1837.0;1;1837.0;;;;;1.0;;;;
1248;1557;2253.0;2253.0;1;2253.0;;;;;1.0;;;;
1249;1558;5431.0;1810.3333333333333;3;1148.0;;1384.0;;2899.0;1.0;;1.0;;1.0
1250;1559;8004.0;8004.0;1;8004.0;;;;;1.0;;;;
1251;1560;5150.0;1287.5;4;3332.0;437.0;1137.0;;244.0;1.0;1.0;1.0;;1.0
1252;1561;1975.0;987.5;2;987.5;;;;;2.0;;;;
1253;1562;1933.0;1933.0;1;1933.0;;;;;1.0;;;;
1254;1565;3088.0;1029.3333333333333;3;610.0;383.0;;;2095.0;1.0;1.0;;;1.0
1255;1566;8109.0;2027.25;4;4375.0;1622.0;;;1056.0;1.0;1.0;;;2.0
1256;1567;9935.0;3311.6666666666665;3;480.0;3455.0;;;6000.0;1.0;1.0;;;1.0
1257;1568;7103.0;1775.75;4;4399.0;1028.0;1627.0;;49.0;1.0;1.0;1.0;;1.0
1258;1570;2865.0;2865.0;1;2865.0;;;;;1.0;;;;
1259;1571;7692.0;7692.0;1;7692.0;;;;;1.0;;;;
1260;1572;7596.0;7596.0;1;7596.0;;;;;1.0;;;;
1261;1573;3638.0;3638.0;1;3638.0;;;;;1.0;;;;
1262;1574;2390.0;2390.0;1;2390.0;;;;;1.0;;;;
1263;1575;2998.0;2998.0;1;2998.0;;;;;1.0;;;;
1264;1576;11816.0;11816.0;1;11816.0;;;;;1.0;;;;
1265;1577;2560.0;853.3333333333334;3;1282.0;290.0;;;988.0;1.0;1.0;;;1.0
1266;1578;1825.0;1825.0;1;1825.0;;;;;1.0;;;;
1267;1579;3377.0;3377.0;1;3377.0;;;;;1.0;;;;
1268;1580;8094.2;8094.2;1;;;;8094.2;;;;;1.0;
1269;1581;5758.0;5758.0;1;5758.0;;;;;1.0;;;;
1270;1582;1917.0;1917.0;1;1917.0;;;;;1.0;;;;
1271;1583;8094.2;8094.2;1;;;;8094.2;;;;;1.0;
1272;1584;1983.0;1983.0;1;1983.0;;;;;1.0;;;;
1273;1586;5504.0;5504.0;1;5504.0;;;;;1.0;;;;
1274;1588;2443.0;2443.0;1;2443.0;;;;;1.0;;;;
1275;1590;7550.0;1887.5;4;5847.0;551.0;;;576.0;1.0;1.0;;;2.0
1276;1591;7859.0;2619.6666666666665;3;7680.0;153.0;;;26.0;1.0;1.0;;;1.0
1277;1592;1837.0;918.5;2;918.5;;;;;2.0;;;;
1278;1593;2086.0;2086.0;1;2086.0;;;;;1.0;;;;
1279;1594;6227.0;2075.6666666666665;3;4577.0;54.0;;;1596.0;1.0;1.0;;;1.0
1280;1596;3303.0;1651.5;2;1651.5;;;;;2.0;;;;
1281;1597;2376.0;2376.0;1;2376.0;;;;;1.0;;;;
1282;1598;12822.0;6411.0;2;5438.0;;;;7384.0;1.0;;;;1.0
1283;1599;5341.0;2670.5;2;1337.0;;;;4004.0;1.0;;;;1.0
1284;1600;3234.0;3234.0;1;3234.0;;;;;1.0;;;;
1285;1601;2694.0;2694.0;1;2694.0;;;;;1.0;;;;
1286;1602;2033.0;2033.0;1;2033.0;;;;;1.0;;;;
1287;1603;10124.0;3374.6666666666665;3;2359.0;;;6578.0;1187.0;1.0;;;1.0;1.0
1288;1604;7088.0;7088.0;1;7088.0;;;;;1.0;;;;
1289;1605;3353.0;3353.0;1;3353.0;;;;;1.0;;;;
1290;1607;9958.0;9958.0;1;9958.0;;;;;1.0;;;;
1291;1608;3425.0;3425.0;1;3425.0;;;;;1.0;;;;
1292;1609;2017.0;2017.0;1;2017.0;;;;;1.0;;;;
1293;1610;6258.0;6258.0;1;6258.0;;;;;1.0;;;;
1294;1611;3806.0;1903.0;2;403.0;;;;3403.0;1.0;;;;1.0
1295;1613;3628.0;3628.0;1;3628.0;;;;;1.0;;;;
1296;1614;5763.0;5763.0;1;5763.0;;;;;1.0;;;;
1297;1615;3124.0;3124.0;1;3124.0;;;;;1.0;;;;
1298;1616;2642.0;2642.0;1;2642.0;;;;;1.0;;;;
1299;1617;1536.0;1536.0;1;1536.0;;;;;1.0;;;;
1300;1618;2265.0;2265.0;1;2265.0;;;;;1.0;;;;
1301;1619;3220.0;3220.0;1;3220.0;;;;;1.0;;;;
1302;1620;1931.0;1931.0;1;1931.0;;;;;1.0;;;;
1303;1621;7887.0;7887.0;1;7887.0;;;;;1.0;;;;
1304;1622;3385.0;1692.5;2;2357.0;;;;1028.0;1.0;;;;1.0
1305;1623;9160.0;9160.0;1;9160.0;;;;;1.0;;;;
1306;1624;2137.0;1068.5;2;1068.5;;;;;2.0;;;;
1307;1625;4113.0;1028.25;4;185.0;679.0;;;1624.5;1.0;1.0;;;2.0
1308;1628;2850.0;2850.0;1;2850.0;;;;;1.0;;;;
1309;1629;3137.0;3137.0;1;3137.0;;;;;1.0;;;;
1310;1630;3595.0;3595.0;1;3595.0;;;;;1.0;;;;
1311;1631;2743.0;2743.0;1;2743.0;;;;;1.0;;;;
1312;1632;1977.6;1977.6;1;;;1977.6;;;;;1.0;;
1313;1633;2145.0;2145.0;1;2145.0;;;;;1.0;;;;
1314;1635;5683.0;5683.0;1;5683.0;;;;;1.0;;;;
1315;1636;4964.0;4964.0;1;4964.0;;;;;1.0;;;;
1316;1637;3343.0;1671.5;2;1671.5;;;;;2.0;;;;
1317;1638;12425.0;6212.5;2;9749.0;;;2676.0;;1.0;;;1.0;
1318;1640;4783.0;4783.0;1;4783.0;;;;;1.0;;;;
1319;1641;11226.6;2806.65;4;7532.0;423.0;1977.6;;1294.0;1.0;1.0;1.0;;1.0
1320;1642;3597.0;3597.0;1;3597.0;;;;;1.0;;;;
1321;1644;3573.0;1191.0;3;2534.0;17.0;;;1022.0;1.0;1.0;;;1.0
1322;1645;9078.0;9078.0;1;9078.0;;;;;1.0;;;;
1323;1646;8172.0;4086.0;2;6521.0;;;;1651.0;1.0;;;;1.0
1324;1647;3623.0;1207.6666666666667;3;2412.0;12.0;;;1199.0;1.0;1.0;;;1.0
1325;1650;12749.0;6374.5;2;3649.0;;;;9100.0;1.0;;;;1.0
1326;1651;1581.7;1581.7;1;;;1581.7;;;;;1.0;;
1327;1652;3422.0;3422.0;1;3422.0;;;;;1.0;;;;
1328;1653;4656.0;4656.0;1;4656.0;;;;;1.0;;;;
1329;1655;8104.0;4052.0;2;4277.0;;;;3827.0;1.0;;;;1.0
1330;1656;16067.3;8033.65;2;12113.0;;;3954.3;;1.0;;;1.0;
