;account_id;alltime_sum_trans_amount_by_account_id;alltime_mean_trans_amount_by_account_id;alltime_total_nbr_trans;mean_trans_amount_of Household;mean_trans_amount_of Insurance payment;mean_trans_amount_of Interest credited;mean_trans_amount_of Loan payment;mean_trans_amount_of Old-age pension;mean_trans_amount_of Payment for statement;mean_trans_amount_of Sanction interest if negative balance;mean_trans_amount_of Unknown_Transaction_Type_x;nbr_trans Household;nbr_trans Insurance payment;nbr_trans Interest credited;nbr_trans Loan payment;nbr_trans Old-age pension;nbr_trans Payment for statement;nbr_trans Sanction interest if negative balance;nbr_trans Unknown_Transaction_Type_x;mean_trans_amount_of Credit;mean_trans_amount_of Unknown_Transaction_Type_y;mean_trans_amount_of Withdrawal;nbr_trans Credit;nbr_trans Unknown_Transaction_Type_y;nbr_trans Withdrawal;1yr_sum_trans_amount_by_account_id;1yr_mean_trans_amount_by_account_id;1yr_total_nbr_trans;3yr_sum_trans_amount_by_account_id;3yr_mean_trans_amount_by_account_id;3yr_total_nbr_trans;trans_ratio_98_97;trans_ratio_97_96
986;1036;1774228.100000001;8915.719095477392;199.0;4095.0;;210.6314285714286;;;14.600000000000007;;15917.213592233009;31.0;;35.0;;;30.0;;103.0;13045.705633802818;;6624.867187499996;71.0;;128.0;617484.1999999998;8576.169444444442;72.0;1774228.100000001;8915.719095477392;199.0;0.996335971472598;
987;1037;821110.5999999997;4801.816374269004;171.0;1062.0;1157.0;209.5636363636364;;;14.599999999999996;;8086.5625;18.0;18.0;22.0;;;17.0;;96.0;9595.313043478262;;3037.8095999999996;46.0;;125.0;464311.5999999999;4380.2981132075465;106.0;821110.5999999997;4801.816374269004;171.0;1.3013253960913567;
988;1038;268003.0000000001;1085.032388663968;247.0;2006.0;;71.49;;;14.60000000000001;;1440.109375;40.0;;40.0;;;39.0;;128.0;1705.6894117647057;;759.3790123456795;85.0;;162.0;78086.2;1084.5305555555556;72.0;230028.20000000013;1050.3570776255713;219.0;1.0226248254944432;2.010770300304413
989;1039;5955593.500000001;14179.984523809526;420.0;;;288.3308823529412;;;30.0;;20253.30034129693;;;68.0;;;59.0;;293.0;16293.201612903229;13878.631578947368;12233.010204081633;186.0;38.0;196.0;931900.3;12765.757534246575;73.0;3444570.400000001;14175.186831275723;243.0;0.5803876856458382;1.6103332829869565
990;1040;2133655.4000000013;12477.516959064335;171.0;7008.0;;184.66206896551728;;;14.600000000000001;;20140.84693877551;22.0;;29.0;;;22.0;;98.0;14701.31351351352;14184.555555555555;10432.922727272722;74.0;9.0;88.0;591692.2999999998;9102.95846153846;65.0;2133655.4000000013;12477.516959064335;171.0;0.42517266172472146;
991;1042;1478620.800000001;5261.99572953737;281.0;;;178.36140350877193;;;14.600000000000014;;8533.110465116279;;;57.0;;;52.0;;172.0;6530.441025641027;;4357.068292682922;117.0;;164.0;313385.0;5054.596774193548;62.0;951199.0999999996;5086.626203208554;187.0;0.9791922620736374;1.0159994539760542
992;1043;784188.3999999999;10053.697435897435;78.0;6433.0;;264.175;;;14.599999999999996;;18015.51282051282;12.0;;16.0;;;11.0;;39.0;12653.28823529412;;8044.922727272727;34.0;;44.0;641447.1;9868.416923076922;65.0;784188.3999999999;10053.697435897435;78.0;4.493773701094217;
993;1044;1218452.6999999997;5034.928512396693;242.0;2880.0;;154.85135135135135;;;14.600000000000009;;7980.114285714286;33.0;;37.0;;;32.0;;140.0;8241.335526315788;;3566.9349397590345;76.0;;166.0;397277.5999999999;4786.4771084337335;83.0;1194296.5999999999;5018.05294117647;238.0;0.9304995024017984;17.67466188664561
994;1045;394393.4999999997;2319.961764705881;170.0;1730.0;;78.85312499999998;;6333.0;14.600000000000007;;2732.8846153846152;27.0;;32.0;;32.0;27.0;;52.0;3168.912307692309;;1794.420952380953;65.0;;105.0;155872.60000000003;2361.7060606060613;66.0;394393.4999999997;2319.961764705881;170.0;0.9705858910909585;
995;1046;1126163.2999999996;4399.075390624998;256.0;7399.0;;122.49772727272726;;;14.60000000000001;;6197.3233082706765;40.0;;44.0;;;39.0;;133.0;5654.6980582524275;;3553.7869281045723;103.0;;153.0;291981.0;4171.157142857143;70.0;942917.6999999996;4266.595927601808;221.0;0.8914835189999104;1.787342233592511
996;1047;804564.8999999993;2793.6281249999975;288.0;4339.0;;101.54363636363637;;;14.600000000000014;;4370.6766917293235;50.0;;55.0;;;50.0;;133.0;3490.2074999999995;;2296.0714285714266;120.0;;168.0;159858.70000000004;2709.4694915254245;59.0;525783.8999999997;2767.283684210525;190.0;0.9265688504332062;0.9014960873490953
997;1048;810874.9999999988;2357.194767441857;344.0;3852.0;;77.8705882352941;;5993.0;14.600000000000016;;1883.658536585366;63.0;;68.0;;68.0;63.0;;82.0;3021.3080291970814;;1917.660869565216;137.0;;207.0;149180.20000000004;2486.3366666666675;60.0;443554.8999999999;2397.5940540540537;185.0;1.0361074416556584;0.9990188922224656
998;1049;102196.40000000001;1481.1072463768116;69.0;1545.0;;116.19999999999999;;;14.599999999999998;;2205.225;8.0;;13.0;;;8.0;;40.0;2083.260606060606;;929.1333333333332;33.0;;36.0;97933.70000000001;1483.8439393939395;66.0;102196.40000000001;1481.1072463768116;69.0;22.97457010814742;
999;1050;3806547.6999999993;9041.6809976247;421.0;5673.0;;206.28142857142856;;;100.0;;15460.918552036199;65.0;;70.0;;;65.0;;221.0;13391.354109589034;15459.347826086956;5935.892857142857;146.0;23.0;252.0;616856.6;8688.121126760563;71.0;1980970.7;8726.743171806167;227.0;0.8770356186251738;1.1080944909479076
1000;1051;1760655.9000000015;5948.161824324329;296.0;;;148.12419354838713;;;14.600000000000016;;9890.621468926554;;;62.0;;;57.0;;177.0;7011.997637795275;;5148.7112426035455;127.0;;169.0;341898.7;6450.918867924529;53.0;1041205.6999999995;5949.746857142854;175.0;0.9183046833179749;1.1114148994602855
1001;1052;920504.399999999;3264.199999999996;282.0;;;106.25806451612907;;;14.600000000000016;;5671.149068322981;;;62.0;;;59.0;;161.0;3169.4161073825503;;3370.38646616541;149.0;;133.0;221504.50000000003;4520.500000000001;49.0;507885.39999999973;3194.2477987421366;159.0;1.6045283724110753;1.3078551114024832
1002;1053;1198962.9;3275.854918032787;366.0;1043.0;;111.05272727272727;;;14.600000000000014;;5402.725118483412;50.0;;55.0;;;50.0;;211.0;5102.585950413224;;2373.673469387753;121.0;;245.0;265208.60000000003;3120.1011764705886;85.0;783157.2999999997;3120.148605577688;251.0;1.0289369431864428;0.9290782826098243
1003;1054;1502828.8000000017;3729.1037220843714;403.0;4736.0;;116.05428571428573;;;14.600000000000016;;5847.425742574257;66.0;;70.0;;;65.0;;202.0;5090.825333333333;;2921.758893280629;150.0;;253.0;258418.40000000008;3856.991044776121;67.0;772165.8999999994;3642.291981132073;212.0;1.0293314681348205;0.9226505550318539
1004;1055;131930.70000000004;1306.244554455446;101.0;;;71.965;;;14.6;;2100.2258064516127;;;20.0;;;19.0;;62.0;1683.1844444444446;;1003.3464285714283;45.0;;56.0;75056.6;1230.4360655737705;61.0;131930.70000000004;1306.244554455446;101.0;1.3337681100186416;
1005;1056;674055.3000000003;8532.345569620256;79.0;5692.0;;98.87142857142858;;;30.0;;20006.8064516129;9.0;;21.0;;;18.0;;31.0;9661.694285714286;6676.0;7704.09756097561;35.0;3.0;41.0;11884.699999999997;516.7260869565216;23.0;674055.3000000003;8532.345569620256;79.0;0.017977958783827318;
1006;1057;579008.5999999994;1930.0286666666645;300.0;3090.0;;77.55333333333333;;4636.0;14.600000000000016;;1603.3333333333333;60.0;;60.0;;64.0;59.0;;57.0;2418.8576000000003;;1580.8651428571436;125.0;;175.0;110787.90000000004;1877.7610169491531;59.0;328984.29999999993;1935.201764705882;170.0;1.0412259613125392;0.946070259018892
1007;1058;1513364.4000000008;7643.25454545455;198.0;4761.0;;257.1466666666667;;;14.600000000000005;;11747.966101694916;25.0;;30.0;;;25.0;;118.0;13078.924590163935;;5222.992700729925;61.0;;137.0;641307.9999999998;7457.069767441858;86.0;1513364.4000000008;7643.25454545455;198.0;1.0079080424651994;
1008;1059;269935.4000000001;1134.1823529411768;238.0;232.0;;62.733333333333356;;;14.60000000000001;;2113.8196721311474;39.0;;39.0;;;38.0;;122.0;1710.9228915662645;;825.347096774194;83.0;;155.0;84323.30000000002;1155.1136986301372;73.0;236828.80000000008;1106.6766355140192;214.0;1.1711829707326833;2.174744612856651
1009;1060;276448.6;7088.42564102564;39.0;;;237.6615384615384;;;;;10513.807692307691;;;13.0;;;;;26.0;5845.944000000002;;9307.142857142857;25.0;;14.0;90934.80000000002;5683.425000000001;16.0;276448.6;7088.42564102564;39.0;0.5380318056868729;
1010;1061;185448.20000000004;3040.134426229509;61.0;3790.0;;71.27142857142857;;;14.599999999999998;;5229.25;10.0;;14.0;;;9.0;;28.0;3206.993548387097;;2867.713333333333;31.0;;30.0;160821.00000000003;2978.1666666666674;54.0;185448.20000000004;3040.134426229509;61.0;6.530218620062371;
1011;1062;3265745.0000000037;9071.5138888889;360.0;7844.0;;199.64615384615385;;;14.600000000000016;;15939.12643678161;61.0;;65.0;;;60.0;;174.0;12579.274809160308;;7064.890829694329;131.0;;229.0;634137.0999999999;9608.137878787877;66.0;1841189.900000001;9160.14875621891;201.0;1.042740314477736;0.972192017198586
1012;1063;417542.49999999994;3340.3399999999997;125.0;;;236.5296296296296;;;14.600000000000001;;5405.723684210527;;;27.0;;;22.0;;76.0;4223.688333333334;;2524.9415384615395;60.0;;65.0;202844.4;3325.318032786885;61.0;417542.49999999994;3340.3399999999997;125.0;1.158823468922564;
1013;1064;157360.00000000003;2420.9230769230776;65.0;2918.0;;99.50000000000001;;5948.0;14.599999999999998;;2090.0;10.0;;12.0;;15.0;10.0;;18.0;3246.928571428571;;1795.8378378378375;28.0;;37.0;139016.00000000003;2278.9508196721317;61.0;157360.00000000003;2420.9230769230776;65.0;7.578281726995204;
1014;1065;840707.499999999;2402.0214285714255;350.0;;;120.33478260869566;;;14.600000000000016;;3831.6589861751154;;;69.0;;;64.0;;217.0;2532.1947058823525;;2279.079999999999;170.0;;180.0;140296.90000000002;2647.1113207547173;53.0;443065.8999999997;2434.4280219780203;182.0;0.7221209103145129;1.7749198344615889
1015;1066;2670734.9;16186.272121212121;165.0;;;268.88518518518515;;;30.0;;22955.30172413793;;;27.0;;;22.0;;116.0;17628.742307692308;11622.166666666666;15135.308641975309;78.0;6.0;81.0;1300737.7000000002;15671.53855421687;83.0;2670734.9;16186.272121212121;165.0;1.1009586281100523;
1016;1067;2845618.700000001;15217.212299465247;187.0;7811.0;;253.54642857142852;;;14.600000000000003;;24026.30909090909;25.0;;28.0;;;24.0;;110.0;17575.822891566262;;13334.859615384617;83.0;;104.0;1586251.5000000002;16353.108247422682;97.0;2845618.700000001;15217.212299465247;187.0;1.7428127240315663;
1017;1068;867300.0999999995;5489.241139240503;158.0;4737.0;632.0;149.88181818181818;4219.5;;14.599999999999996;;9430.675;18.0;18.0;22.0;3.0;;17.0;;80.0;9157.314285714287;5305.8;3769.833653846152;49.0;5.0;104.0;402442.50000000006;4148.89175257732;97.0;867300.0999999995;5489.241139240503;158.0;0.8657328609879674;
1018;1069;586152.7999999993;1915.5320261437887;306.0;3080.0;;75.7672131147541;;4621.0;14.600000000000016;;1591.5;60.0;;61.0;;65.0;60.0;;60.0;2406.9826771653547;;1566.8491620111738;127.0;;179.0;114166.00000000001;1902.7666666666669;60.0;336401.29999999993;1889.8949438202244;178.0;1.0741153314943115;1.0027727853803736
1019;1070;1124427.1999999997;6352.696045197738;177.0;5116.0;;121.46875;;;14.600000000000007;;10854.422222222222;28.0;;32.0;;;27.0;;90.0;8795.22727272727;;4900.380180180177;66.0;;111.0;425046.29999999993;6072.089999999999;70.0;1124427.1999999997;6352.696045197738;177.0;0.9903628387370964;
1020;1071;3758208.8;9562.872264631043;393.0;;;188.18088235294115;4219.5;;30.0;;17299.712871287127;;;68.0;59.0;;64.0;;202.0;12372.054248366017;11466.0;7264.315165876777;153.0;29.0;211.0;470172.8;7463.0603174603175;63.0;1879398.4000000001;8823.466666666667;213.0;0.5026917267251598;1.5864033195200917
1021;1072;318882.1;5497.96724137931;58.0;3520.0;;121.24166666666667;;;14.599999999999998;;9327.90322580645;8.0;;12.0;;;7.0;;31.0;6489.282142857142;;4572.740000000001;28.0;;30.0;318482.1;5587.405263157894;57.0;318882.1;5497.96724137931;58.0;796.20525;
1022;1073;1037564.7999999991;3078.8272997032614;337.0;3843.0;;181.96551724137933;;;14.600000000000014;;4759.970930232558;54.0;;58.0;;;53.0;;172.0;3633.0064102564097;;2601.1922651933687;156.0;;181.0;288858.70000000007;3956.968493150686;73.0;738984.9999999997;3359.0227272727257;220.0;1.0582284722842978;1.5192550338147905
1023;1074;1411155.4;9534.833783783783;148.0;;;290.4774193548387;;;14.600000000000005;;15404.076923076924;;;31.0;;;26.0;;91.0;12037.711111111113;;7679.759999999996;63.0;;85.0;563542.4999999999;9551.567796610167;59.0;1411155.4;9534.833783783783;148.0;0.9960257416562402;
1024;1075;656711.2999999995;2575.338431372547;255.0;3868.0;;148.99268292682927;;;14.60000000000001;;3595.468085106383;37.0;;41.0;;;36.0;;141.0;3228.9245454545458;;2079.5144827586205;110.0;;145.0;206106.10000000003;2748.081333333334;75.0;587737.5999999996;2490.413559322032;236.0;0.9775993602392082;3.056654927892806
1025;1076;1315862.0000000005;3927.9462686567176;335.0;2640.0;;171.98;;;14.600000000000012;;6109.103092783505;46.0;;50.0;;;45.0;;194.0;6084.782608695651;;2800.509090909088;115.0;;220.0;323389.1;3849.8702380952377;84.0;956283.6999999995;3706.525968992246;258.0;1.0028368152128713;1.0209984672720958
1026;1077;1019738.2999999991;2741.2319892473092;372.0;;;163.3242857142857;;;14.600000000000016;;4268.3983050847455;;;70.0;;;66.0;;236.0;3004.7026881720435;;2477.761290322577;186.0;;186.0;190734.30000000005;2980.2234375000007;64.0;518045.7999999999;2616.392929292929;198.0;1.0800258887801695;0.8847678031604863
1027;1078;381145.29999999993;2575.3060810810807;148.0;3423.0;;89.51;;6722.0;14.600000000000005;;2391.0526315789475;25.0;;30.0;;30.0;25.0;;38.0;3363.0377049180333;;2022.9885057471274;61.0;;87.0;162789.80000000002;2583.9650793650794;63.0;381145.29999999993;2575.3060810810807;148.0;1.0280820395192214;
1028;1079;3724848.5000000047;9959.48796791445;374.0;10392.0;;176.83650793650796;;;14.600000000000016;;15978.005154639175;59.0;;63.0;;;58.0;;194.0;13867.421167883213;10020.809523809523;7474.883333333339;137.0;21.0;216.0;707505.8999999999;10253.708695652173;69.0;2149873.2000000016;9470.807048458157;227.0;0.9845395872065192;1.021273596174445
1029;1080;3101951.1000000043;8787.396883852703;353.0;6185.0;;214.05166666666676;;;14.600000000000014;;15065.631868131868;56.0;;60.0;;;55.0;;182.0;13031.935772357723;;6517.49130434783;123.0;;230.0;610060.8999999998;8244.066216216213;74.0;1869458.0000000007;8383.219730941708;223.0;0.950186389269012;1.0041552325306786
1030;1081;193035.20000000004;1874.1281553398062;103.0;2484.0;;89.69;;4512.0;14.6;;1689.5238095238096;19.0;;20.0;;24.0;19.0;;21.0;2464.04;;1416.437931034483;45.0;;58.0;101053.80000000002;1712.776271186441;59.0;193035.20000000004;1874.1281553398062;103.0;1.108272081806158;
1031;1082;298427.2;2243.8135338345865;133.0;2189.0;;68.45185185185184;;5190.0;14.600000000000005;;3344.0;26.0;;27.0;;30.0;25.0;;25.0;2721.5206896551726;;1874.3866666666675;58.0;;75.0;119947.00000000001;2180.8545454545456;55.0;298427.2;2243.8135338345865;133.0;0.9214330928354578;
1032;1083;672476.7999999997;3502.4833333333318;192.0;1930.0;4351.0;110.03200000000001;1416.0;;14.6;;5389.132653061224;20.0;21.0;25.0;8.0;;20.0;;98.0;5883.572881355932;;2446.210526315789;59.0;;133.0;320169.19999999995;3108.4388349514556;103.0;672476.7999999997;3502.4833333333318;192.0;0.9572451171915874;
1033;1085;420823.3999999999;5260.292499999999;80.0;8537.0;;171.67499999999998;;;14.599999999999996;;7714.5;11.0;;16.0;;;11.0;;42.0;6855.88;;4019.2800000000007;35.0;;45.0;345623.6;5082.7;68.0;420823.3999999999;5260.292499999999;80.0;4.5960707342306755;
1034;1086;154348.70000000004;843.4355191256833;183.0;;;75.52692307692308;;;14.600000000000005;;1151.6666666666667;;;26.0;;;25.0;;132.0;1575.1526315789474;;512.4206349206347;57.0;;126.0;67371.59999999999;802.0428571428571;84.0;154348.70000000004;843.4355191256833;183.0;1.0229439497118908;
1035;1087;1104889.9999999998;7726.503496503495;143.0;;;168.62068965517238;;;14.600000000000005;;12355.449438202248;;;29.0;;;25.0;;89.0;9692.213114754099;;6264.207317073168;61.0;;82.0;435304.0999999999;7505.243103448274;58.0;1104889.9999999998;7726.503496503495;143.0;0.9275200907525009;
1036;1088;656462.6999999993;2180.939202657805;301.0;3032.0;;92.31607142857145;;5600.0;14.600000000000014;;1969.7333333333333;55.0;;56.0;;60.0;55.0;;75.0;2920.253846153845;;1710.83152173913;117.0;;184.0;126148.50000000003;2138.110169491526;59.0;416254.5999999997;2167.992708333332;192.0;0.83745315617044;1.1630780895787907
1037;1089;1109800.8999999994;4457.031726907629;249.0;756.0;;125.55526315789473;;;14.600000000000009;;7445.517241379311;33.0;;38.0;;;33.0;;145.0;7204.655128205128;;3203.7298245614015;78.0;;171.0;363529.9;4660.639743589744;78.0;1060052.9999999995;4380.384297520659;242.0;1.020613289004646;7.159853983786248
1038;1090;387155.7999999999;2688.5819444444437;144.0;3317.0;;154.3153846153846;;;14.600000000000001;;4131.506666666667;22.0;;26.0;;;21.0;;75.0;3451.987301587302;;2094.822222222223;63.0;;81.0;204703.00000000006;2729.373333333334;75.0;387155.7999999999;2688.5819444444437;144.0;1.3314146154271422;
1039;1091;143919.39999999982;1370.6609523809507;105.0;;;102.91219512195126;;;;;2182.8125;;;41.0;;;;;64.0;1353.0965517241366;;1455.5555555555557;87.0;;18.0;32959.4;1433.017391304348;23.0;87589.0;1233.6478873239437;71.0;1.0542015301553183;1.5608674814282293
1040;1092;1096208.5999999992;4664.717446808507;235.0;5664.0;;103.12857142857142;;;14.60000000000001;;7424.618644067797;38.0;;42.0;;;37.0;;118.0;6415.3609195402305;;3635.6229729729703;87.0;;148.0;316879.80000000005;4801.209090909091;66.0;962677.6999999991;4584.17952380952;210.0;1.0113163589013643;2.346528032088453
1041;1093;3633391.999999999;14952.230452674894;243.0;10261.0;;181.30285714285716;8022.800000000001;;14.600000000000007;;24527.961240310076;31.0;;35.0;18.0;;30.0;;129.0;25866.966197183097;10642.761904761905;10419.466225165572;71.0;21.0;151.0;1267315.2000000002;13775.165217391306;92.0;3633391.999999999;14952.230452674894;243.0;1.0380961906266764;
1042;1094;338537.7999999999;2003.1822485207092;169.0;1408.0;;93.5923076923077;;6023.0;14.600000000000003;;1928.7121212121212;24.0;;26.0;;29.0;24.0;;66.0;3180.3642857142854;;1419.8000000000006;56.0;;113.0;153746.70000000007;1971.1115384615393;78.0;338537.7999999999;2003.1822485207092;169.0;1.0320267426523153;
1043;1095;786542.1999999997;5658.576978417264;139.0;1119.0;896.0;183.27222222222224;;;14.599999999999996;;9435.54375;14.0;14.0;18.0;;;13.0;;80.0;10916.378947368421;;3680.39405940594;38.0;;101.0;553330.6;5123.431481481482;108.0;786542.1999999997;5658.576978417264;139.0;2.3726547049975215;
1044;1096;262313.10000000015;2428.825000000001;108.0;3488.0;;88.13181818181819;;6435.0;14.599999999999996;;1975.3333333333333;17.0;;22.0;;22.0;17.0;;30.0;3197.9755555555553;;1879.4317460317466;45.0;;63.0;156421.30000000005;2370.0196969696976;66.0;262313.10000000015;2428.825000000001;108.0;1.4771804804526885;
1045;1097;1219320.3;4936.519433198381;247.0;7636.0;577.0;189.51000000000005;;;14.600000000000005;;7098.204225352113;25.0;25.0;30.0;;;25.0;;142.0;9811.347761194027;;3121.9999999999986;67.0;;180.0;509671.3999999998;4675.884403669723;109.0;1219320.3;4936.519433198381;247.0;1.0316361894884198;
1046;1098;647312.3999999996;1909.476106194689;339.0;619.0;;108.65614035087721;;5784.0;14.600000000000014;;2329.837837837838;56.0;;57.0;;60.0;55.0;;111.0;2998.5881355932197;;1327.9592760181;118.0;;221.0;117043.90000000004;1746.9238805970156;67.0;388011.7999999997;1874.4531400966168;207.0;0.9827140778504602;0.8239977861182697
1047;1100;164599.10000000006;1055.1224358974364;156.0;174.0;1103.0;55.64782608695651;;;14.600000000000001;;2055.8;23.0;23.0;23.0;;;22.0;;65.0;1753.586274509804;;715.8685714285714;51.0;;105.0;76467.09999999999;980.3474358974357;78.0;164599.10000000006;1055.1224358974364;156.0;0.9839426108215914;
1048;1101;673758.5999999999;9764.617391304346;69.0;7553.0;;137.50666666666666;;;14.599999999999998;;17530.0;10.0;;15.0;;;10.0;;34.0;11200.081249999997;;8523.135135135135;32.0;;37.0;562228.9999999999;9529.305084745762;59.0;673758.5999999999;9764.617391304346;69.0;5.041074297764897;
1049;1102;539912.3999999998;2966.551648351647;182.0;3559.0;;111.8235294117647;;;14.600000000000007;;4805.288888888889;29.0;;34.0;;;29.0;;90.0;3750.1012658227846;;2365.576699029127;79.0;;103.0;196203.30000000005;2843.5260869565222;69.0;539912.3999999998;2966.551648351647;182.0;1.0192940494385665;
1050;1103;1897553.8000000012;10039.967195767202;189.0;;;176.20476190476188;;;14.60000000000001;;17178.3;;;42.0;;;37.0;;110.0;11214.111627906976;;9059.613592233005;86.0;;103.0;546265.7999999998;9932.105454545452;55.0;1689889.600000001;10058.866666666672;168.0;0.9669814376796939;2.7203465980173753
1051;1104;1231185.0;6035.220588235294;204.0;8840.0;;170.39999999999998;;;14.600000000000009;;8968.742857142857;32.0;;36.0;;;31.0;;105.0;8434.9;;4610.410937499997;76.0;;128.0;418731.0;5736.041095890411;73.0;1230385.0;6061.009852216749;203.0;0.9928476161684422;527.1843749999999
1052;1105;970777.7999999991;3151.875974025971;308.0;1839.0;;88.78076923076922;;;14.600000000000014;;5448.465838509317;48.0;;52.0;;;47.0;;161.0;4696.292592592592;;2317.890999999998;108.0;;200.0;217678.20000000007;3109.6885714285722;70.0;660878.4999999993;3102.715962441311;213.0;1.0258079930556636;0.8438953291841481
1053;1106;3544923.1000000006;9353.359102902376;379.0;;;139.26129032258066;8022.8;;30.0;23.991666666666664;14669.108695652174;;;62.0;20.0;;55.0;12.0;230.0;12060.695238095237;11354.863636363636;7248.542380952383;147.0;22.0;210.0;404824.5;6228.069230769231;65.0;2400209.800000001;10084.915126050426;238.0;0.4890367211975649;1.031034417476623
1054;1107;800116.7999999993;2260.2169491525406;354.0;1746.0;;110.08437500000002;;6390.0;14.600000000000016;;2602.7102803738317;60.0;;64.0;;64.0;59.0;;107.0;3231.0496124031006;;1703.606222222221;129.0;;225.0;147764.80000000005;2273.304615384616;65.0;458536.09999999974;2225.9033980582512;206.0;0.9135150206393533;0.9815968157624371
1055;1108;384658.69999999984;1596.0941908713687;241.0;31.0;;163.2609756097561;;4730.0;14.600000000000012;;2206.2162162162163;41.0;;41.0;;45.0;40.0;;74.0;2534.985057471264;;1065.681818181819;87.0;;154.0;110681.70000000001;1558.8971830985918;71.0;322511.6;1558.0270531400965;207.0;1.0463059859164914;1.7021437846657372
1056;1109;1911961.000000002;8033.449579831941;238.0;;;193.39;;;14.600000000000012;;13298.143356643357;;;50.0;;;45.0;;143.0;9683.960784313724;;6795.566176470583;102.0;;136.0;453951.69999999984;7565.861666666664;60.0;1396400.8000000003;7889.2700564971765;177.0;0.9508974683117405;1.041771649161704
1057;1110;499059.69999999966;5484.172527472524;91.0;5427.0;;122.49999999999997;;;14.599999999999996;;8699.0;13.0;;17.0;;;12.0;;49.0;7247.012820512819;;4162.042307692309;39.0;;52.0;358085.7999999999;4973.413888888887;72.0;499059.69999999966;5484.172527472524;91.0;2.5400857889297233;
1058;1111;1500454.1;8244.253296703297;182.0;3962.0;;186.84411764705882;;;14.600000000000007;;15319.777777777777;29.0;;34.0;;;29.0;;90.0;11197.865217391305;;6440.720353982297;69.0;;113.0;557896.0999999999;8204.354411764703;68.0;1500454.1;8244.253296703297;182.0;1.0555480610719896;
1059;1112;1861304.7000000016;8199.58017621146;227.0;;;228.22340425531914;;;14.600000000000012;;13405.54347826087;;;47.0;;;42.0;;138.0;10029.809278350514;;6833.947692307686;97.0;;130.0;474562.7999999999;8043.437288135591;59.0;1451230.8000000007;7930.222950819676;183.0;0.9671738375477104;1.1965394530107865
1060;1113;552419.0999999996;3368.409146341461;164.0;3837.0;;157.8296296296296;;;14.600000000000001;;4983.037634408603;22.0;;27.0;;;22.0;;93.0;4283.290277777777;;2652.4152173913053;72.0;;92.0;248718.10000000006;3148.330379746836;79.0;552419.0999999996;3368.409146341461;164.0;0.9692519688568141;
1061;1114;3047225.500000001;9405.016975308645;324.0;3350.0;;124.87903225806451;;;30.0;;19976.640845070422;60.0;;62.0;;;60.0;;142.0;12040.66538461538;16535.5;6728.977272727273;130.0;18.0;176.0;811266.6000000001;11757.486956521741;69.0;1695505.2;9115.61935483871;186.0;2.2251904230312443;2.6108536657851227
1062;1115;461295.4999999995;1368.8293768545977;337.0;2293.0;;75.21692307692307;;;14.600000000000016;;2143.8888888888887;64.0;;65.0;;;64.0;;144.0;1796.6600000000005;;1082.9029702970308;135.0;;202.0;75998.99999999999;1461.5192307692305;52.0;248817.60000000027;1405.7491525423743;177.0;0.8789466379848725;1.0089581706988355
1063;1116;1769555.7000000018;4942.893016759782;358.0;8086.0;;157.44153846153844;;;14.600000000000016;;7355.813953488372;61.0;;65.0;;;60.0;;172.0;6194.10680272109;;4071.194312796204;147.0;;211.0;325573.60000000003;4787.84705882353;68.0;998628.6999999995;4895.238725490193;204.0;0.9424429256194189;1.0803150596170297
1064;1117;284945.7;1899.6380000000001;150.0;1640.0;;84.16250000000001;;5370.0;14.600000000000003;;1817.5;23.0;;24.0;;28.0;23.0;;52.0;2882.6396226415095;;1362.5340206185572;53.0;;97.0;131378.7;1775.387837837838;74.0;284945.7;1899.6380000000001;150.0;0.9976588425584908;
1065;1118;1096607.1999999988;2748.3889724310748;399.0;3637.0;;100.90303030303032;;;14.600000000000016;;4112.204761904762;62.0;;66.0;;;61.0;;210.0;4060.904285714285;;2038.9212355212328;140.0;;259.0;186797.30000000005;2630.9478873239445;71.0;570718.2999999996;2743.8379807692286;208.0;0.9868464359166578;0.9385125768264315
1066;1120;654899.8999999992;1819.1663888888868;360.0;1508.0;;81.85689655172415;;5428.0;14.600000000000016;;1802.56;58.0;;58.0;;62.0;57.0;;125.0;2827.9644628099177;;1308.435983263598;121.0;;239.0;131365.2;1799.523287671233;73.0;381366.49999999977;1765.5856481481471;216.0;1.0796764057798534;0.8806597914863185
1067;1121;1187374.9000000001;7515.031012658229;158.0;;;204.70937500000005;;;14.600000000000007;;11923.535353535353;;;32.0;;;27.0;;99.0;9619.404545454548;;6005.371739130432;66.0;;92.0;431051.8999999998;6631.567692307689;65.0;1187374.9000000001;7515.031012658229;158.0;0.8999831925930484;
1068;1122;845428.5999999993;4594.720652173909;184.0;;;97.83999999999999;;;14.60000000000001;;7715.633027522936;;;40.0;;;35.0;;109.0;5235.580487804877;;4079.519607843135;82.0;;102.0;251663.40000000002;5354.540425531915;47.0;776397.7999999995;4540.338011695903;171.0;0.9228641773213025;3.950384466064424
1069;1123;2189221.000000003;5405.483950617291;405.0;2444.0;;121.41612903225808;;;14.600000000000016;;8943.46052631579;58.0;;62.0;;;57.0;;228.0;8745.297637795275;;3879.741726618702;127.0;;278.0;427401.0999999999;5342.513749999999;80.0;1276220.7;5295.521576763485;241.0;1.0331998605643082;0.9610809376632858
